 ID, Company Name, Contact ID, Employee ID, Title, Value, Stage, Type, Probability, Created At, Closed At, Expected Close Date, Fiscal Quarter, Source, Next Step, Competitor, Lost Reason, Industry, Size, Region
135873283,Data Co,578628945,289350603,Data Co - Referral (FY2026),19452.29087865908,Discovery,Referral,0.17382429740285865,2024-12-25 23:00:35.422316 UTC,,2025-03-23 23:00:35.422316 UTC,FY2026-Q1,Partner,Technical Deep Dive,Regional Player,,Technology,SMB,APAC
369792614,Bio LLC,578628945,1826904509,Bio LLC - New Logo (FY2026),20433.324644634107,Solution Validation,New Logo,0.44357660585220166,2024-11-21 23:00:35.422571 UTC,,2025-02-09 23:00:35.422571 UTC,FY2026-Q1,Inbound,ROI Analysis,,,Healthcare,SMB,NA
1324250895,Bank Ltd,1085030361,1816148921,Bank Ltd - New Logo (FY2026),60140.2919402537,Solution Validation,New Logo,0.549434210629977,2024-11-18 23:00:35.42708 UTC,,2025-04-11 23:00:35.42708 UTC,FY2026-Q2,Inbound,ROI Analysis,Major Competitor,,Financial,Mid-Market,APAC
628304665,Build Ltd,1581188148,519770588,Build Ltd - New Logo (FY2026),17923.128882843794,Discovery,New Logo,0.24182984923550682,2024-12-06 23:00:35.429495 UTC,,2025-02-10 23:00:35.429495 UTC,FY2026-Q1,Event,Technical Deep Dive,Major Competitor,,Manufacturing,SMB,APAC
28119935,Care Inc,326711196,126591564,Care Inc - Referral (FY2025),23639.34440965455,Closed Won,Referral,0.9587499246278407,2024-07-31 23:00:35.429753 UTC,2024-08-29 23:00:35.429753 UTC,2024-11-06 23:00:35.429753 UTC,FY2025-Q4,Outbound,,,,Healthcare,SMB,NA
30728504,Commerce Corp,1137529668,1439420165,Commerce Corp - New Logo (FY2026),77076.8587344914,Proposal,New Logo,0.6296997066931588,2024-10-02 23:00:35.430018 UTC,,2025-01-08 23:00:35.430018 UTC,FY2026-Q1,Outbound,Contract Review,,,Retail,Mid-Market,NA
504824049,Data Ltd,1011066641,122346013,Data Ltd - New Logo (FY2026),96104.77193076386,Solution Validation,New Logo,0.5662551681567296,2024-11-20 23:00:35.430273 UTC,,2025-02-19 23:00:35.430273 UTC,FY2026-Q1,Outbound,ROI Analysis,Regional Player,,Technology,Mid-Market,LATAM
1968746105,Machine Inc,1011066641,1050508733,Machine Inc - New Logo (FY2026),91642.101509004,Discovery,New Logo,0.3251503773085577,2024-12-21 23:00:35.430535 UTC,,2025-03-26 23:00:35.430535 UTC,FY2026-Q1,Outbound,Technical Deep Dive,Regional Player,,Manufacturing,Mid-Market,NA
598842467,Software LLC,1273153043,1837155942,Software LLC - New Logo (FY2026),224278.21125163502,Solution Validation,New Logo,0.4718186363826715,2024-11-24 23:00:35.430785 UTC,,2025-04-26 23:00:35.430785 UTC,FY2026-Q2,Event,ROI Analysis,Major Competitor,,Technology,Enterprise,NA
660349725,Cyber Pte,1273153043,2138075717,Cyber Pte - New Logo (FY2026),18304.045426523808,Prospecting,New Logo,0.11605685770227103,2025-01-20 23:00:35.43104 UTC,,2025-04-25 23:00:35.43104 UTC,FY2026-Q2,Outbound,Schedule Discovery Call,,,Technology,SMB,APAC
696602973,Data LLC,1273153043,519770588,Data LLC - New Logo (FY2026),203094.6214628432,Solution Validation,New Logo,0.5256641984167864,2024-11-03 23:00:35.431263 UTC,,2025-04-23 23:00:35.431263 UTC,FY2026-Q2,Inbound,ROI Analysis,Regional Player,,Technology,Enterprise,NA
791876736,Retail Ltd,1703504600,126591564,Retail Ltd - New Logo (FY2026),63615.33462562654,Prospecting,New Logo,3.884542437144828e-2,2025-01-13 23:00:35.4315 UTC,,2025-05-15 23:00:35.4315 UTC,FY2026-Q2,Outbound,Schedule Discovery Call,Major Competitor,,Retail,Mid-Market,LATAM
2008321528,Medical SA,330650452,951775129,Medical SA - New Logo (FY2025),22597.254378467987,Proposal,New Logo,0.6375875940237945,2024-10-16 23:00:35.431753 UTC,,2024-12-24 23:00:35.431753 UTC,FY2025-Q4,Inbound,Contract Review,,,Healthcare,SMB,EMEA
231198823,Machine Corp,330650452,895334175,Machine Corp - New Logo (FY2026),83067.92721291512,Negotiation,New Logo,0.9353750735800817,2024-09-26 23:00:35.431989 UTC,,2025-02-04 23:00:35.431989 UTC,FY2026-Q1,Outbound,Final Approval,,,Manufacturing,Mid-Market,NA
329890638,Finance Pte,330650452,742365891,Finance Pte - New Logo (FY2026),19493.830184642535,Discovery,New Logo,0.3177901914151631,2024-12-10 23:00:35.432229 UTC,,2025-03-28 23:00:35.432229 UTC,FY2026-Q1,Inbound,Technical Deep Dive,,,Financial,SMB,APAC
1613527351,Bank Ltd,1451003953,517880878,Bank Ltd - New Logo (FY2026),13750.774667780857,Discovery,New Logo,0.2786007292242465,2024-11-29 23:00:35.432452 UTC,,2025-01-28 23:00:35.432452 UTC,FY2026-Q1,Partner,Technical Deep Dive,,,Financial,SMB,EMEA
720990234,Industrial Corp,1451003953,840859815,Industrial Corp - New Logo (FY2025),11777.039486141404,Proposal,New Logo,0.7388309895138139,2024-10-09 23:00:35.432692 UTC,,2024-12-17 23:00:35.432692 UTC,FY2025-Q4,Outbound,Contract Review,,,Manufacturing,SMB,NA
1123631635,Store SA,1451003953,289350603,Store SA - New Logo (FY2025),516522.24893143715,Closed Lost,New Logo,0.0,2024-08-01 23:00:35.432924 UTC,2024-08-09 23:00:35.432924 UTC,2024-12-31 23:00:35.432924 UTC,FY2025-Q4,Inbound,,,No Decision,Retail,Enterprise,LATAM
491707340,Bank Corp,1864976552,519770588,Bank Corp - New Logo (FY2026),17728.78426456223,Prospecting,New Logo,0.1635546305138739,2025-01-04 23:00:35.433153 UTC,,2025-04-11 23:00:35.433153 UTC,FY2026-Q2,Event,Schedule Discovery Call,,,Financial,SMB,NA
1768726473,Invest GmbH,1207136372,1398229709,Invest GmbH - New Logo (FY2026),326472.348519282,Prospecting,New Logo,1.63750786715047e-2,2025-01-14 23:00:35.433384 UTC,,2025-07-16 23:00:35.433384 UTC,FY2026-Q3,Partner,Schedule Discovery Call,,,Financial,Enterprise,EMEA
1861649590,Cyber LLC,1207136372,1157138452,Cyber LLC - New Logo (FY2026),508866.2701298119,Closed Won,New Logo,0.9204730521121299,2024-08-15 23:00:35.433627 UTC,2024-08-17 23:00:35.433627 UTC,2025-02-16 23:00:35.433627 UTC,FY2026-Q1,Inbound,,,,Technology,Enterprise,NA
1580164160,Digital Ltd,807296832,742365891,Digital Ltd - New Logo (FY2026),16003.933586482532,Discovery,New Logo,0.22287747650717424,2024-12-08 23:00:35.433859 UTC,,2025-02-20 23:00:35.433859 UTC,FY2026-Q1,Partner,Technical Deep Dive,,,Technology,SMB,APAC
306376570,Finance Ltd,807296832,1997519883,Finance Ltd - Referral (FY2026),4291.428854614759,Prospecting,Referral,0.13984380075706584,2025-01-21 23:00:35.434087 UTC,,2025-03-24 23:00:35.434087 UTC,FY2026-Q1,Partner,Schedule Discovery Call,Regional Player,,Financial,SMB,EMEA
1394178799,Software Pte,807296832,1398229709,Software Pte - Referral (FY2025),17036.696432115557,Closed Won,Referral,1.0,2024-08-18 23:00:35.434323 UTC,2024-09-05 23:00:35.434323 UTC,2024-11-20 23:00:35.434323 UTC,FY2025-Q4,Inbound,,,,Technology,SMB,APAC
1403056205,Data Pte,1639104390,742365891,Data Pte - New Logo (FY2026),33080.50381319547,Proposal,New Logo,0.6926192720735542,2024-10-04 23:00:35.434583 UTC,,2025-02-07 23:00:35.434583 UTC,FY2026-Q1,Partner,Contract Review,,,Technology,Mid-Market,APAC
782428908,Store Co,1639104390,1050508733,Store Co - Referral (FY2026),23883.13252534863,Discovery,Referral,0.2454560442409338,2024-12-09 23:00:35.434815 UTC,,2025-02-12 23:00:35.434815 UTC,FY2026-Q1,Partner,Technical Deep Dive,Major Competitor,,Retail,SMB,APAC
1958886441,Capital GmbH,582674956,1507141089,Capital GmbH - New Logo (FY2025),88378.6638997983,Closed Won,New Logo,1.0,2024-08-07 23:00:35.435047 UTC,2024-08-30 23:00:35.435047 UTC,2024-12-23 23:00:35.435047 UTC,FY2025-Q4,Event,,,,Financial,Mid-Market,EMEA
1363307131,Digital Ltd,1801641817,1837155942,Digital Ltd - New Logo (FY2026),405310.0974391659,Discovery,New Logo,0.29761453832618007,2024-12-16 23:00:35.435282 UTC,,2025-05-27 23:00:35.435282 UTC,FY2026-Q2,Outbound,Technical Deep Dive,,,Technology,Enterprise,APAC
873617040,Make Inc,1468372796,1157138452,Make Inc - New Logo (FY2026),101220.1899405203,Prospecting,New Logo,1.829031467899775e-2,2024-12-29 23:00:35.435517 UTC,,2025-05-27 23:00:35.435517 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,Major Competitor,,Manufacturing,Mid-Market,NA
1042642277,Commerce SRL,1468372796,1180861141,Commerce SRL - New Logo (FY2026),192093.8462361412,Prospecting,New Logo,0.19366805276371518,2025-01-12 23:00:35.435761 UTC,,2025-08-07 23:00:35.435761 UTC,FY2026-Q3,Event,Schedule Discovery Call,Major Competitor,,Retail,Enterprise,LATAM
840874454,Medical SA,1468372796,1507141089,Medical SA - New Logo (FY2026),11201.669400018243,Discovery,New Logo,0.28058499510900725,2024-12-07 23:00:35.436024 UTC,,2025-03-05 23:00:35.436024 UTC,FY2026-Q1,Outbound,Technical Deep Dive,Major Competitor,,Healthcare,SMB,EMEA
1648521289,Retail Ltd,647124899,1816148921,Retail Ltd - New Logo (FY2026),65142.573528206354,Proposal,New Logo,0.7877217679242112,2024-10-02 23:00:35.436279 UTC,,2025-02-22 23:00:35.436279 UTC,FY2026-Q1,Outbound,Contract Review,,,Retail,Mid-Market,APAC
2087283043,Bio Pte,780135981,840859815,Bio Pte - New Logo (FY2026),516150.38735905447,Proposal,New Logo,0.715115288863167,2024-10-06 23:00:35.436534 UTC,,2025-03-08 23:00:35.436534 UTC,FY2026-Q1,Event,Contract Review,,,Healthcare,Enterprise,APAC
784546334,Invest LLC,780135981,2138075717,Invest LLC - New Logo (FY2026),152019.21336874817,Prospecting,New Logo,5.246469867357958e-2,2025-01-16 23:00:35.436776 UTC,,2025-06-24 23:00:35.436776 UTC,FY2026-Q2,Outbound,Schedule Discovery Call,Regional Player,,Financial,Enterprise,NA
1182440247,Life SA,395108745,122346013,Life SA - New Logo (FY2026),20108.18787184843,Solution Validation,New Logo,0.455611544238119,2024-11-04 23:00:35.437019 UTC,,2025-01-06 23:00:35.437019 UTC,FY2026-Q1,Partner,ROI Analysis,Major Competitor,,Healthcare,SMB,LATAM
586391685,Tech Corp,395108745,1837155942,Tech Corp - New Logo (FY2026),10237.715639249214,Prospecting,New Logo,5.2563421339515415e-2,2025-01-15 23:00:35.437258 UTC,,2025-05-10 23:00:35.437258 UTC,FY2026-Q2,Outbound,Schedule Discovery Call,Regional Player,,Technology,SMB,NA
1546149854,Data Pte,476592860,742365891,Data Pte - New Logo (FY2026),17228.73708587595,Proposal,New Logo,0.6146460059574768,2024-10-23 23:00:35.43749 UTC,,2025-01-31 23:00:35.43749 UTC,FY2026-Q1,Outbound,Contract Review,,,Technology,SMB,APAC
1497197461,Store Pte,476592860,1826904509,Store Pte - New Logo (FY2026),125629.17928998153,Proposal,New Logo,0.6128412318136652,2024-10-10 23:00:35.437721 UTC,,2025-04-25 23:00:35.437721 UTC,FY2026-Q2,Event,Contract Review,,,Retail,Enterprise,APAC
40775130,Trade Corp,476592860,1507141089,Trade Corp - New Logo (FY2026),176796.96852920635,Solution Validation,New Logo,0.478298212293358,2024-11-04 23:00:35.437968 UTC,,2025-05-11 23:00:35.437968 UTC,FY2026-Q2,Outbound,ROI Analysis,Major Competitor,,Financial,Enterprise,NA
1390006474,Store Ltd,1773421521,122346013,Store Ltd - Referral (FY2026),18808.782733141565,Discovery,Referral,0.16544534395764,2024-12-22 23:00:35.438239 UTC,,2025-04-06 23:00:35.438239 UTC,FY2026-Q2,Outbound,Technical Deep Dive,,,Retail,SMB,EMEA
246020805,Life GmbH,396077951,1826904509,Life GmbH - Referral (FY2026),91377.7646132338,Solution Validation,Referral,0.4298414882161294,2024-11-24 23:00:35.438471 UTC,,2025-03-19 23:00:35.438471 UTC,FY2026-Q1,Outbound,ROI Analysis,Regional Player,,Healthcare,Mid-Market,EMEA
1124404205,Store LLC,396077951,289350603,Store LLC - New Logo (FY2026),19319.083057063395,Discovery,New Logo,0.23016780499259357,2024-12-01 23:00:35.438721 UTC,,2025-03-21 23:00:35.438721 UTC,FY2026-Q1,Inbound,Technical Deep Dive,Regional Player,,Retail,SMB,NA
2025588716,Shop Co,336416714,519770588,Shop Co - New Logo (FY2026),79385.28577880118,Proposal,New Logo,0.6556920836621583,2024-10-14 23:00:35.438946 UTC,,2025-01-22 23:00:35.438946 UTC,FY2026-Q1,Inbound,Contract Review,,,Retail,Mid-Market,APAC
638012464,Tech Corp,1575653398,840859815,Tech Corp - New Logo (FY2026),108041.06764382237,Proposal,New Logo,0.6082020347771752,2024-10-03 23:00:35.439594 UTC,,2025-01-18 23:00:35.439594 UTC,FY2026-Q1,Outbound,Contract Review,,,Technology,Mid-Market,NA
1304459804,Data Inc,1575653398,2138075717,Data Inc - Referral (FY2026),318935.1127525087,Prospecting,Referral,6.944304619622821e-2,2025-01-03 23:00:35.43985 UTC,,2025-06-24 23:00:35.43985 UTC,FY2026-Q2,Outbound,Schedule Discovery Call,Major Competitor,,Technology,Enterprise,NA
1350302966,Construct Ltd,1575653398,1997519883,Construct Ltd - New Logo (FY2026),33425.43695389758,Prospecting,New Logo,7.972615267776623e-2,2025-01-07 23:00:35.440079 UTC,,2025-05-08 23:00:35.440079 UTC,FY2026-Q2,Outbound,Schedule Discovery Call,Major Competitor,,Manufacturing,Mid-Market,EMEA
374814705,Machine Corp,498048245,1029413620,Machine Corp - New Logo (FY2026),88472.72179110805,Discovery,New Logo,0.2712641270059529,2024-12-24 23:00:35.440306 UTC,,2025-04-25 23:00:35.440306 UTC,FY2026-Q2,Partner,Technical Deep Dive,Major Competitor,,Manufacturing,Mid-Market,NA
1898797480,Construct LLC,498048245,1157138452,Construct LLC - New Logo (FY2026),87852.47321038457,Solution Validation,New Logo,0.5374194508126997,2024-11-22 23:00:35.440546 UTC,,2025-03-10 23:00:35.440546 UTC,FY2026-Q1,Partner,ROI Analysis,Regional Player,,Manufacturing,Mid-Market,NA
892439020,Software GmbH,498048245,1997519883,Software GmbH - New Logo (FY2026),76702.9386822946,Discovery,New Logo,0.23430845604805217,2024-12-13 23:00:35.440785 UTC,,2025-04-18 23:00:35.440785 UTC,FY2026-Q2,Inbound,Technical Deep Dive,,,Technology,Mid-Market,EMEA
1772496522,Bank Inc,733400568,951775129,Bank Inc - Referral (FY2026),197043.19635829562,Solution Validation,Referral,0.4620002121684995,2024-11-07 23:00:35.441 UTC,,2025-06-01 23:00:35.441 UTC,FY2026-Q2,Partner,ROI Analysis,,,Financial,Enterprise,NA
2136564588,Data Inc,733400568,122346013,Data Inc - Referral (FY2025),19725.23134538603,Negotiation,Referral,0.8051043006198321,2024-09-25 23:00:35.44123 UTC,,2024-12-22 23:00:35.44123 UTC,FY2025-Q4,Inbound,Final Approval,,,Technology,SMB,NA
712215673,Bio Ltd,733400568,1029413620,Bio Ltd - Referral (FY2026),14724.307262761846,Solution Validation,Referral,0.40293330461928545,2024-11-24 23:00:35.441445 UTC,,2025-02-28 23:00:35.441445 UTC,FY2026-Q1,Inbound,ROI Analysis,Regional Player,,Healthcare,SMB,APAC
1225850423,Finance Ltd,1640596519,840859815,Finance Ltd - New Logo (FY2026),24826.813334958148,Prospecting,New Logo,8.249673233045114e-2,2025-01-03 23:00:35.45978 UTC,,2025-04-21 23:00:35.45978 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,Major Competitor,,Financial,Mid-Market,EMEA
1066782255,Invest Ltd,1640596519,122346013,Invest Ltd - New Logo (FY2026),21508.435590027497,Solution Validation,New Logo,0.5374518323175175,2024-11-15 23:00:35.460032 UTC,,2025-01-28 23:00:35.460032 UTC,FY2026-Q1,Outbound,ROI Analysis,Regional Player,,Financial,SMB,EMEA
1606129390,Build Inc,1771164528,1398229709,Build Inc - New Logo (FY2026),332441.25302772236,Proposal,New Logo,0.6006980618512949,2024-10-19 23:00:35.463428 UTC,,2025-04-23 23:00:35.463428 UTC,FY2026-Q2,Outbound,Contract Review,,,Manufacturing,Enterprise,NA
134064206,Trade SA,1771164528,643793315,Trade SA - Referral (FY2026),19016.24908548034,Solution Validation,Referral,0.5497814006590627,2024-11-25 23:00:35.463658 UTC,,2025-02-28 23:00:35.463658 UTC,FY2026-Q1,Inbound,ROI Analysis,Major Competitor,,Financial,SMB,LATAM
396078632,Bio Corp,401167501,2138075717,Bio Corp - New Logo (FY2026),13206.876079697244,Solution Validation,New Logo,0.45225400422526496,2024-11-07 23:00:35.467164 UTC,,2025-02-10 23:00:35.467164 UTC,FY2026-Q1,Outbound,ROI Analysis,,,Healthcare,SMB,NA
2102451885,Cyber Ltd,824690511,1398229709,Cyber Ltd - Referral (FY2026),336635.6276566603,Negotiation,Referral,0.8677832658752934,2024-09-19 23:00:35.471421 UTC,,2025-03-15 23:00:35.471421 UTC,FY2026-Q1,Event,Final Approval,,,Technology,Enterprise,EMEA
683122457,Capital GmbH,824690511,289350603,Capital GmbH - New Logo (FY2025),39263.4604573052,Closed Lost,New Logo,0.0,2024-08-25 23:00:35.471658 UTC,2024-09-01 23:00:35.471658 UTC,2024-11-28 23:00:35.471658 UTC,FY2025-Q4,Partner,,,Budget,Financial,Mid-Market,EMEA
874466742,Data Corp,72629448,951775129,Data Corp - New Logo (FY2026),6956.099627459809,Prospecting,New Logo,0.12696872378921414,2025-01-06 23:00:35.474973 UTC,,2025-03-20 23:00:35.474973 UTC,FY2026-Q1,Inbound,Schedule Discovery Call,Major Competitor,,Technology,SMB,NA
890806075,Industrial SRL,72629448,1439420165,Industrial SRL - New Logo (FY2026),121543.0818518645,Prospecting,New Logo,0.10184052357142766,2025-01-13 23:00:35.475215 UTC,,2025-07-19 23:00:35.475215 UTC,FY2026-Q3,Inbound,Schedule Discovery Call,,,Manufacturing,Enterprise,LATAM
1027338558,Industrial Pte,1039805384,122346013,Industrial Pte - New Logo (FY2026),8812.523053684323,Discovery,New Logo,0.25458602125336754,2024-12-24 23:00:35.478152 UTC,,2025-04-10 23:00:35.478152 UTC,FY2026-Q2,Outbound,Technical Deep Dive,Major Competitor,,Manufacturing,SMB,APAC
970835272,Construct GmbH,1039805384,289350603,Construct GmbH - New Logo (FY2026),47115.90110156721,Solution Validation,New Logo,0.43577528196615545,2024-11-06 23:00:35.478385 UTC,,2025-03-10 23:00:35.478385 UTC,FY2026-Q1,Outbound,ROI Analysis,Major Competitor,,Manufacturing,Mid-Market,EMEA
95580345,Construct GmbH,1039805384,81801061,Construct GmbH - New Logo (FY2025),22642.32350058647,Closed Won,New Logo,1.0,2024-08-08 23:00:35.478617 UTC,2024-09-07 23:00:35.478617 UTC,2024-10-25 23:00:35.478617 UTC,FY2025-Q4,Outbound,,,,Manufacturing,SMB,EMEA
1318577613,Trade GmbH,1546571097,1608037409,Trade GmbH - Referral (FY2026),7877.334200493611,Prospecting,Referral,0.15888936224457703,2024-12-31 23:00:35.48199 UTC,,2025-04-17 23:00:35.48199 UTC,FY2026-Q2,Event,Schedule Discovery Call,Regional Player,,Financial,SMB,EMEA
1268185184,Shop Ltd,1546571097,742365891,Shop Ltd - New Logo (FY2026),21708.665026375107,Prospecting,New Logo,0.1847925751414252,2025-01-03 23:00:35.482219 UTC,,2025-03-09 23:00:35.482219 UTC,FY2026-Q1,Outbound,Schedule Discovery Call,Major Competitor,,Retail,SMB,EMEA
1359472923,Cyber Pte,283990855,81801061,Cyber Pte - New Logo (FY2026),128584.64718951678,Prospecting,New Logo,0.1741774175519246,2024-12-30 23:00:35.485831 UTC,,2025-07-24 23:00:35.485831 UTC,FY2026-Q3,Partner,Schedule Discovery Call,Major Competitor,,Technology,Enterprise,APAC
2121090667,Capital Co,283990855,1224300936,Capital Co - New Logo (FY2026),18442.388036850625,Solution Validation,New Logo,0.5077309581660784,2024-11-24 23:00:35.486084 UTC,,2025-03-04 23:00:35.486084 UTC,FY2026-Q1,Outbound,ROI Analysis,Major Competitor,,Financial,SMB,APAC
2074515249,Capital Ltd,1250055434,840859815,Capital Ltd - New Logo (FY2025),16497.638650291094,Closed Lost,New Logo,0.0,2024-08-22 23:00:35.486317 UTC,2024-09-04 23:00:35.486317 UTC,2024-12-08 23:00:35.486317 UTC,FY2025-Q4,Outbound,,Major Competitor,Timing,Financial,SMB,APAC
915205962,Trade LLC,1250055434,1224300936,Trade LLC - Referral (FY2026),86714.8377781681,Discovery,Referral,0.18637104444652555,2024-12-09 23:00:35.486563 UTC,,2025-03-29 23:00:35.486563 UTC,FY2026-Q1,Event,Technical Deep Dive,Major Competitor,,Financial,Mid-Market,NA
1853048531,Market Ltd,1345943078,126591564,Market Ltd - New Logo (FY2026),44990.39593657896,Solution Validation,New Logo,0.5561948644849661,2024-11-22 23:00:35.486795 UTC,,2025-03-01 23:00:35.486795 UTC,FY2026-Q1,Partner,ROI Analysis,Regional Player,,Retail,Mid-Market,LATAM
810202847,Market GmbH,1345943078,81801061,Market GmbH - Referral (FY2026),8582.79589379194,Solution Validation,Referral,0.525805054426719,2024-11-14 23:00:35.487048 UTC,,2025-01-25 23:00:35.487048 UTC,FY2026-Q1,Outbound,ROI Analysis,Major Competitor,,Retail,SMB,EMEA
1396532028,Digital Inc,1543072878,1837155942,Digital Inc - Referral (FY2026),7243.362362530042,Solution Validation,Referral,0.4796263070717677,2024-11-14 23:00:35.487277 UTC,,2025-01-27 23:00:35.487277 UTC,FY2026-Q1,Inbound,ROI Analysis,Regional Player,,Technology,SMB,NA
2064835139,Data SA,1243078150,840859815,Data SA - New Logo (FY2026),162425.1618966293,Solution Validation,New Logo,0.4934107317067291,2024-11-09 23:00:35.487512 UTC,,2025-05-15 23:00:35.487512 UTC,FY2026-Q2,Inbound,ROI Analysis,Regional Player,,Technology,Enterprise,LATAM
1039903075,Software Co,1243078150,951775129,Software Co - New Logo (FY2026),39688.90173467779,Prospecting,New Logo,0.12296376695424827,2024-12-27 23:00:35.487752 UTC,,2025-05-03 23:00:35.487752 UTC,FY2026-Q2,Partner,Schedule Discovery Call,Major Competitor,,Technology,Mid-Market,APAC
79272776,Bank Pte,1243078150,943289491,Bank Pte - New Logo (FY2025),12773.522896094826,Closed Lost,New Logo,5.62499276682463e-2,2024-08-15 23:00:35.487995 UTC,2024-09-08 23:00:35.487995 UTC,2024-12-02 23:00:35.487995 UTC,FY2025-Q4,Outbound,,Major Competitor,Budget,Financial,SMB,APAC
1414738528,Retail Inc,1852878919,840859815,Retail Inc - New Logo (FY2026),72449.61320940788,Discovery,New Logo,0.1628447799138282,2024-12-06 23:00:35.488226 UTC,,2025-04-19 23:00:35.488226 UTC,FY2026-Q2,Event,Technical Deep Dive,Regional Player,,Retail,Mid-Market,NA
1577396966,Store Ltd,1852878919,943289491,Store Ltd - New Logo (FY2026),10167.118796853381,Discovery,New Logo,0.27035182340697733,2024-12-07 23:00:35.488462 UTC,,2025-03-11 23:00:35.488462 UTC,FY2026-Q1,Outbound,Technical Deep Dive,Major Competitor,,Retail,SMB,EMEA
407390518,Store Pte,1379025103,1997519883,Store Pte - New Logo (FY2026),11130.265674237115,Solution Validation,New Logo,0.47919977111029105,2024-10-27 23:00:35.488689 UTC,,2025-02-20 23:00:35.488689 UTC,FY2026-Q1,Inbound,ROI Analysis,Regional Player,,Retail,SMB,APAC
1280609006,Life Co,1379025103,517880878,Life Co - New Logo (FY2026),322693.67022597144,Prospecting,New Logo,5.391707285801658e-2,2025-01-23 23:00:35.488924 UTC,,2025-06-27 23:00:35.488924 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,Regional Player,,Healthcare,Enterprise,APAC
2014965778,Trade Pte,2091663703,643793315,Trade Pte - New Logo (FY2026),265092.47322030406,Prospecting,New Logo,2.8935679815245696e-3,2025-01-09 23:00:35.489148 UTC,,2025-07-22 23:00:35.489148 UTC,FY2026-Q3,Event,Schedule Discovery Call,,,Financial,Enterprise,APAC
822705938,Machine Corp,2091663703,122346013,Machine Corp - New Logo (FY2026),25112.876319936266,Prospecting,New Logo,0.17298488813022417,2024-12-31 23:00:35.489376 UTC,,2025-04-22 23:00:35.489376 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,Major Competitor,,Manufacturing,SMB,NA
498416533,Bank LLC,893872943,1029413620,Bank LLC - New Logo (FY2026),317292.5239442491,Closed Lost,New Logo,6.445899237534607e-2,2024-08-21 23:00:35.489598 UTC,2024-09-19 23:00:35.489598 UTC,2025-03-18 23:00:35.489598 UTC,FY2026-Q1,Partner,,,Competitor Selected,Financial,Enterprise,NA
445798016,Invest SRL,169318955,1507141089,Invest SRL - New Logo (FY2025),12830.460259891692,Proposal,New Logo,0.6935883215140056,2024-10-18 23:00:35.489866 UTC,,2024-12-22 23:00:35.489866 UTC,FY2025-Q4,Inbound,Contract Review,,,Financial,SMB,LATAM
1431010651,Software Corp,169318955,840859815,Software Corp - New Logo (FY2026),14900.307638799324,Solution Validation,New Logo,0.45055429116606105,2024-10-26 23:00:35.490092 UTC,,2025-02-10 23:00:35.490092 UTC,FY2026-Q1,Outbound,ROI Analysis,Regional Player,,Technology,SMB,NA
623698163,Shop Co,169318955,1439420165,Shop Co - New Logo (FY2026),79481.12362682773,Discovery,New Logo,0.3468707552821337,2024-12-03 23:00:35.490328 UTC,,2025-03-11 23:00:35.490328 UTC,FY2026-Q1,Partner,Technical Deep Dive,Major Competitor,,Retail,Mid-Market,APAC
1335932572,Medical Corp,359981336,1997519883,Medical Corp - New Logo (FY2025),19893.74571955789,Negotiation,New Logo,0.9509789433474118,2024-08-29 23:00:35.490553 UTC,,2024-11-25 23:00:35.490553 UTC,FY2025-Q4,Outbound,Final Approval,,,Healthcare,SMB,NA
1784372163,Market Ltd,359981336,1439420165,Market Ltd - Referral (FY2026),23737.979590486302,Discovery,Referral,0.3189338933997394,2024-12-16 23:00:35.490784 UTC,,2025-03-24 23:00:35.490784 UTC,FY2026-Q1,Outbound,Technical Deep Dive,Major Competitor,,Retail,SMB,APAC
509774122,Retail Ltd,884412338,1029413620,Retail Ltd - New Logo (FY2025),9032.669403117055,Proposal,New Logo,0.6611236399005839,2024-09-26 23:00:35.491013 UTC,,2024-12-25 23:00:35.491013 UTC,FY2025-Q4,Inbound,Contract Review,,,Retail,SMB,APAC
474915090,Data SA,1703879619,1507141089,Data SA - Referral (FY2026),251373.71490720648,Prospecting,Referral,0.1887702020349329,2025-01-19 23:00:35.491248 UTC,,2025-06-18 23:00:35.491248 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,Major Competitor,,Technology,Enterprise,EMEA
40493827,Bio GmbH,1703879619,1608037409,Bio GmbH - New Logo (FY2026),72270.98959744538,Discovery,New Logo,0.3394552315937273,2024-12-16 23:00:35.491491 UTC,,2025-04-03 23:00:35.491491 UTC,FY2026-Q2,Partner,Technical Deep Dive,Regional Player,,Healthcare,Mid-Market,EMEA
1431573828,Data Pte,172469545,1826904509,Data Pte - New Logo (FY2026),5787.587171612506,Solution Validation,New Logo,0.45036275391339464,2024-10-26 23:00:35.49172 UTC,,2025-01-09 23:00:35.49172 UTC,FY2026-Q1,Event,ROI Analysis,Regional Player,,Technology,SMB,APAC
388264938,Bio LLC,172469545,126591564,Bio LLC - New Logo (FY2026),80717.27326202486,Prospecting,New Logo,8.790032277416032e-2,2024-12-30 23:00:35.491969 UTC,,2025-04-19 23:00:35.491969 UTC,FY2026-Q2,Inbound,Schedule Discovery Call,,,Healthcare,Mid-Market,NA
