 Bom Component ID, Bom ID, Component Type
735840082,1037871828,Supply
380831870,1037871828,Supply
1354318014,1891813971,Supply
292700481,1891813971,Supply
2109157058,1219114341,Supply
547092348,1219114341,Supply
1169405846,406446488,Supply
1360000767,406446488,Supply
605796546,1675696922,Supply
862208884,1675696922,Supply
485632336,1675696922,Supply
2109479157,1271946561,Supply
1916132829,1271946561,Supply
2112864191,1271946561,Supply
689621588,2083417302,Supply
758603874,2083417302,Supply
2070874920,2083417302,Supply
1221270743,1372117940,Supply
169935333,1372117940,Supply
400570204,1372117940,Supply
540938327,1110788722,Supply
88697928,1110788722,Supply
2050955181,1110788722,Supply
1199743265,931500942,Supply
2109941224,931500942,Supply
691442072,931500942,Supply
450903132,1561254138,Supply
1709785673,1561254138,Supply
1062964600,951342418,Supply
576787335,951342418,Supply
2079983661,2085610099,Supply
1907529546,2085610099,Supply
1465584443,1246771219,Supply
1736413686,1246771219,Supply
446604254,38079952,Supply
1460081119,38079952,Supply
1103115502,2084013706,Supply
7876696,2084013706,Supply
874637534,731204501,Supply
218753708,731204501,Supply
645694883,1541967566,Supply
673018654,1541967566,Supply
701522460,492912728,Supply
224638281,492912728,Supply
1451382930,1674439821,Supply
1697153178,1674439821,Supply
731479075,2124965688,Supply
1123674507,2124965688,Supply
1650049538,211815512,Supply
1222637245,211815512,Supply
831569418,1050848743,Supply
1134997848,1050848743,Supply
1224651125,1868011184,Supply
1679165272,1868011184,Supply
906550100,715720060,Supply
153994340,715720060,Supply
1567631980,687277719,Supply
2065519577,687277719,Supply
717585278,687277719,Supply
1035237965,1818260143,Supply
1069821438,1818260143,Supply
1703194788,1818260143,Supply
1306011383,908784986,Supply
26271227,908784986,Supply
1640575902,908784986,Supply
1693449519,1424395374,Supply
1603628012,1424395374,Supply
490069290,273595851,Supply
2106077571,273595851,Supply
186876354,1386805446,Supply
936690117,1386805446,Supply
1286594207,1197071800,Supply
1794040855,1197071800,Supply
1655987836,1364714835,Supply
822470340,1364714835,Supply
1046453391,13083378,Supply
505207933,13083378,Supply
985564824,22559975,Supply
852562884,22559975,Supply
1527782270,998849492,Supply
36540218,998849492,Supply
483419879,1470450047,Supply
606499718,1470450047,Supply
698232595,1630792901,Supply
964530328,1630792901,Supply
1275183479,790523972,Supply
788765581,790523972,Supply
1668785924,806567125,Supply
1021261534,806567125,Supply
1530243812,691845144,Supply
1007842376,691845144,Supply
1774164335,91221489,Supply
240105274,91221489,Supply
1351399161,496872182,Supply
1954898332,496872182,Supply
509945594,2033057748,Supply
836455401,2033057748,Supply
529196956,2033057748,Supply
817751838,22865169,Supply
1188671046,22865169,Supply
187468613,22865169,Supply
32905880,1848961493,Supply
941487196,1848961493,Supply
1765824137,1848961493,Supply
1547612432,1450196038,Supply
1003894568,1450196038,Supply
1093021504,1632792470,Supply
286996345,1632792470,Supply
1659864103,1218919231,Supply
735021589,1218919231,Supply
1278721106,490524471,Supply
1358341682,490524471,Supply
880159762,1239060164,Supply
763607170,1239060164,Supply
1956872885,1395408428,Supply
743211899,1395408428,Supply
1881097069,1959004722,Supply
696539529,1959004722,Supply
234892404,1953099265,Supply
1509540106,1953099265,Supply
1216686981,1233712464,Supply
628351002,1233712464,Supply
492320444,1396580008,Supply
236196628,1396580008,Supply
1971846532,1714094909,Supply
1869440677,1714094909,Supply
156624523,1521884826,Supply
826027705,1521884826,Supply
1412780366,1402223451,Supply
956652949,1402223451,Supply
465216390,1090009508,Supply
1708132677,1090009508,Supply
859933464,1322954778,Supply
382962154,1322954778,Supply
2029764804,162785441,Supply
1642751201,162785441,Supply
694036728,1825387122,Supply
146477656,1825387122,Supply
2141802778,822556589,Supply
607575632,822556589,Supply
1378283233,1234168048,Supply
259015283,1234168048,Supply
1521646742,1829062796,Supply
1547216090,1829062796,Supply
171389540,1812207740,Supply
1755583146,1812207740,Supply
2126248511,1398202110,Supply
557654386,1398202110,Supply
1884343442,1398202110,Supply
972875637,1651951507,Supply
1558566219,1651951507,Supply
296041341,1651951507,Supply
884600421,829243172,Supply
1615018243,829243172,Supply
1116465768,829243172,Supply
544543436,791373606,Supply
496392876,791373606,Supply
2105198644,730979072,Supply
127217030,730979072,Supply
1261117162,1724505180,Supply
260751145,1724505180,Supply
1629859480,105567991,Supply
757425845,105567991,Supply
566606372,1757857249,Supply
694679003,1757857249,Supply
1446249556,727104169,Supply
1290701209,727104169,Supply
1773768877,1516738119,Supply
1648360815,1516738119,Supply
1745128899,862174255,Supply
1036703082,862174255,Supply
1693358762,58462625,Supply
1928614623,58462625,Supply
1029631641,488663382,Supply
418202737,488663382,Supply
1050376713,528861797,Supply
1337955487,528861797,Supply
1930997310,1345986973,Supply
228284380,1345986973,Supply
629948067,838854447,Supply
1368970861,838854447,Supply
163824394,2128789319,Supply
1905022489,2128789319,Supply
32627062,822735824,Supply
1320411311,822735824,Supply
409261422,444070928,Supply
347087611,444070928,Supply
1660126048,1554469219,Supply
873226434,1554469219,Supply
1890952794,368060328,Supply
1162161227,368060328,Supply
14541773,553632316,Supply
868686334,553632316,Supply
789480210,1864004110,Supply
1860673707,1864004110,Supply
1407873226,1172219547,Supply
730569118,1172219547,Supply
531049602,1268151769,Supply
524675325,1268151769,Supply
1625816555,719638784,Supply
214371663,719638784,Supply
1011771805,853376424,Supply
934959697,853376424,Supply
1971461466,577991212,Supply
749921753,577991212,Supply
748465874,577991212,Supply
697940038,1292721830,Supply
2035259774,1292721830,Supply
768308092,1292721830,Supply
1855343173,1682612027,Supply
1642871054,1682612027,Supply
912595322,1682612027,Supply
904608931,142746500,Supply
1434848031,142746500,Supply
524118884,985079581,Supply
1813633704,985079581,Supply
104861212,1991473457,Supply
2045394710,1991473457,Supply
1789808106,150421174,Supply
1757151397,150421174,Supply
1961342996,1936694018,Supply
1158201210,1936694018,Supply
229131623,65371555,Supply
540268146,65371555,Supply
1992838760,1046157392,Supply
1621343466,1046157392,Supply
1011157759,1990655251,Supply
1086874614,1990655251,Supply
1191289251,1778657039,Supply
36652914,1778657039,Supply
1723132859,949208224,Supply
951335822,949208224,Supply
2123892392,1601027002,Supply
1372587288,1601027002,Supply
244655781,209245997,Supply
1666847661,209245997,Supply
1003498591,5294113,Supply
811007917,5294113,Supply
1716126893,2084198820,Supply
1912538377,2084198820,Supply
1097699237,1842477548,Supply
1966721772,1842477548,Supply
1220737862,1958832620,Supply
703192585,1958832620,Supply
1059284728,1353926651,Supply
1622666908,1353926651,Supply
1997812121,1378840688,Supply
825580818,1378840688,Supply
800198261,1286958640,Supply
1943907438,1286958640,Supply
785894873,923963232,Supply
446637753,923963232,Supply
561353873,1321691156,Supply
653561768,1321691156,Supply
2024607156,348216871,Supply
429483376,348216871,Supply
542649471,1231778644,Supply
1948569221,1231778644,Supply
1700735721,883838340,Supply
552054359,883838340,Supply
1419692036,1671831744,Supply
1999688938,1671831744,Supply
153102879,1709242634,Supply
328633839,1709242634,Supply
1132347762,620215521,Supply
1252347256,620215521,Supply
1542303859,46365888,Supply
1985134617,46365888,Supply
1103779627,2089180628,Supply
1441701824,2089180628,Supply
1583774391,2064985878,Supply
1297689855,2064985878,Supply
136432355,283510567,Supply
1305323914,283510567,Supply
1517158481,765314230,Supply
1400618186,765314230,Supply
768144438,627575443,Supply
443583874,627575443,Supply
549857038,1933635266,Supply
2037238498,1933635266,Supply
1038590172,711525244,Supply
1036415949,711525244,Supply
1326723807,877794658,Supply
195190443,877794658,Supply
446611872,777326363,Supply
1580310032,777326363,Supply
2056582138,158856646,Supply
1689439108,158856646,Supply
867224287,1497329547,Supply
1822131773,1497329547,Supply
1366766605,1044230980,Supply
305354350,1044230980,Supply
550813491,2086196400,Supply
1282798845,2086196400,Supply
719688896,602938679,Supply
649299496,602938679,Supply
1561425953,1099492789,Supply
459013212,1099492789,Supply
1791748063,1215465373,Supply
1841736094,1215465373,Supply
344800138,1654246913,Supply
125318202,1654246913,Supply
1745168698,1483691579,Supply
1451046499,1483691579,Supply
1696679989,1061400561,Supply
1225114831,1061400561,Supply
1311959963,1407840815,Supply
1548278297,1407840815,Supply
1261945419,587867301,Supply
38323462,587867301,Supply
123298725,587867301,Supply
1760689506,175270092,Supply
1200603299,175270092,Supply
325696647,175270092,Supply
846478204,927158975,Supply
1070108643,927158975,Supply
1152065358,927158975,Supply
1017376992,1617968372,Supply
1426323253,1617968372,Supply
1502433277,1617968372,Supply
736064333,1249307397,Supply
654271068,1249307397,Supply
722954208,1249307397,Supply
1021397211,485293101,Supply
1733401660,485293101,Supply
250242314,485293101,Supply
1481606326,1625903039,Supply
1490033687,1625903039,Supply
2145090986,1625903039,Supply
1317669340,2003948964,Supply
1759568787,2003948964,Supply
1840165193,2003948964,Supply
919390759,687516206,Supply
765569707,687516206,Supply
210730915,687516206,Supply
460579282,617123321,Supply
2028917069,617123321,Supply
728592291,177952885,Supply
183572211,177952885,Supply
1478315127,1829456157,Supply
707414856,1829456157,Supply
1775993937,1847630689,Supply
590570405,1847630689,Supply
412284602,769034964,Supply
65944375,769034964,Supply
985969555,12153245,Supply
1178411293,12153245,Supply
1249920709,1190214155,Supply
208944004,1190214155,Supply
290528475,1570640645,Supply
627688553,1570640645,Supply
1414207984,2048261730,Supply
979305569,2048261730,Supply
656555385,420455606,Supply
1271930877,420455606,Supply
2122420137,420455606,Supply
1975352323,1131712672,Supply
1472112687,1131712672,Supply
734933890,1131712672,Supply
1859351951,787174575,Supply
747603548,787174575,Supply
1209362459,787174575,Supply
1174249099,465772325,Supply
253744677,465772325,Supply
1275553641,1264882531,Supply
2002231429,1264882531,Supply
358884410,9791583,Supply
950997598,9791583,Supply
1471754422,612764059,Supply
708152458,612764059,Supply
2036388976,1081132214,Supply
1398897115,1081132214,Supply
930870368,904819652,Supply
940941933,904819652,Supply
1261247744,1818395373,Supply
273251765,1818395373,Supply
118539987,490530795,Supply
1784472219,490530795,Supply
1626840926,1005464263,Supply
559520683,1005464263,Supply
743230826,1597327006,Supply
1416783243,1597327006,Supply
1094502849,1390552919,Supply
765423093,1390552919,Supply
2084642262,1590934694,Supply
426364957,1590934694,Supply
1061576263,370105849,Supply
335311697,370105849,Supply
338275077,1118996212,Supply
2081469857,1118996212,Supply
1779145845,440784044,Supply
1785757744,440784044,Supply
1723509160,1974819796,Supply
874473069,1974819796,Supply
252890608,1827687450,Supply
1548448003,1827687450,Supply
945394340,1226724622,Supply
1252964789,1226724622,Supply
1565457951,439979358,Supply
1489934389,439979358,Supply
322932125,440342299,Supply
1278698316,440342299,Supply
1683315241,1336393890,Supply
1384332837,1336393890,Supply
661156852,1371461387,Supply
509929632,1371461387,Supply
1982092314,100615777,Supply
1487763875,100615777,Supply
393646994,2125397059,Supply
786732857,2125397059,Supply
1017682535,299978075,Supply
114637855,299978075,Supply
1929305893,55069835,Supply
866644571,55069835,Supply
903223640,371818126,Supply
639417771,371818126,Supply
