_bom_component_id,_bom_id,_component_type
1002932343,2144891938,Supply
450758621,521405757,Supply
2272984,521405757,Supply
1656779597,859053774,Supply
4908653,859053774,Supply
843061519,859053774,Supply
1841661740,2001810219,Supply
1549032442,2001810219,Supply
1734646641,2001810219,Supply
851925598,900559074,Supply
204348006,900559074,Supply
170246775,900559074,Supply
1902744178,1869226331,Supply
85842685,1869226331,Supply
655729118,1869226331,Supply
923979156,801485009,Supply
661371260,801485009,Supply
443349290,801485009,Supply
644848663,1433303261,Supply
571499187,1433303261,Supply
531824135,1433303261,Supply
862253320,380053592,Supply
1986068799,380053592,Supply
720213526,748687630,Supply
1449413694,748687630,Supply
717453384,452305323,Supply
461138958,452305323,Supply
471697387,2064701759,Supply
25931073,2064701759,Supply
704102122,729985596,Supply
1575074988,729985596,Supply
860217620,1783919268,Supply
1477619301,1783919268,Supply
1936727270,1162379777,Supply
322968799,1162379777,Supply
233014126,469075181,Supply
109228818,469075181,Supply
448222796,262610256,Supply
1063096831,262610256,Supply
1905003548,245379372,Supply
626004717,245379372,Supply
560457388,1744063487,Supply
546265865,1744063487,Supply
305140609,925157140,Supply
32970046,925157140,Supply
1902646517,530692950,Supply
1569629954,530692950,Supply
345889415,41467653,Supply
1144107535,41467653,Supply
636500375,468356549,Supply
1951478335,468356549,Supply
860651303,104461394,Supply
1878025110,104461394,Supply
1268585714,104461394,Supply
1765287260,1649938608,Supply
708377385,1649938608,Supply
812577488,1649938608,Supply
1465091627,555065265,Supply
692641022,555065265,Supply
10678791,555065265,Supply
1039059071,1515875445,Supply
89684374,1515875445,Supply
252535687,1195674245,Supply
481557748,1195674245,Supply
1318362189,685985637,Supply
1249277304,685985637,Supply
1492193447,1392826101,Supply
389619441,1392826101,Supply
20579135,264574702,Supply
75654143,264574702,Supply
1130335876,24872798,Supply
1238330753,24872798,Supply
1263218937,380033603,Supply
1258027206,380033603,Supply
659091349,1939626660,Supply
782873092,1939626660,Supply
238871306,1793014470,Supply
978141335,1793014470,Supply
363709289,1015696726,Supply
914555143,1015696726,Supply
1063221757,1567997119,Supply
528654702,1567997119,Supply
1392451031,1815827696,Supply
717520864,1815827696,Supply
1653258248,1142600433,Supply
1583148718,1142600433,Supply
2056790878,84812071,Supply
183108392,84812071,Supply
1673828213,1931778443,Supply
764190443,1931778443,Supply
626387921,1644020158,Supply
1238722976,1644020158,Supply
316160419,1644020158,Supply
2077089511,1186408157,Supply
824404469,1186408157,Supply
268383269,1186408157,Supply
355196338,33612179,Supply
1341461439,33612179,Supply
912480032,33612179,Supply
1782209678,1676424118,Supply
1204273815,1676424118,Supply
1374361207,761583986,Supply
1954286594,761583986,Supply
2068005350,793653915,Supply
1676394204,793653915,Supply
818788377,829845068,Supply
1617828329,829845068,Supply
841881594,804069302,Supply
836449876,804069302,Supply
878928875,264297785,Supply
1242179389,264297785,Supply
514884759,2131953830,Supply
893688376,2131953830,Supply
891348044,580613108,Supply
1354476496,580613108,Supply
1209697831,915481451,Supply
2069392339,915481451,Supply
1688384619,821181980,Supply
930736559,821181980,Supply
231424990,447364394,Supply
805583991,447364394,Supply
1673813759,441283263,Supply
969390379,441283263,Supply
1169144542,1393862152,Supply
1830758884,1393862152,Supply
1010482146,231772118,Supply
1945961665,231772118,Supply
578266837,1199598725,Supply
792338308,1199598725,Supply
606706070,1373269347,Supply
301913489,1373269347,Supply
595834093,1439055595,Supply
1821930829,1439055595,Supply
1464607061,706861333,Supply
1734523392,706861333,Supply
1076350879,9693162,Supply
1259491216,9693162,Supply
165472099,136569703,Supply
677754212,136569703,Supply
827544182,2026960959,Supply
575865822,2026960959,Supply
733251754,2540482,Supply
882657735,2540482,Supply
1941619874,2540482,Supply
727369484,1077084801,Supply
1519154595,1077084801,Supply
1796529271,1077084801,Supply
1364005175,1064339401,Supply
46030336,1064339401,Supply
54115082,1064339401,Supply
648902207,543300313,Supply
2029588954,543300313,Supply
1811958881,1175349655,Supply
1302250107,1175349655,Supply
1475814180,275247027,Supply
1261270958,275247027,Supply
579034457,1666591870,Supply
911992323,1666591870,Supply
2139046028,1215893021,Supply
489260115,1215893021,Supply
1281722934,1798468978,Supply
1522402200,1798468978,Supply
1793782580,902530289,Supply
566616152,902530289,Supply
1112656020,655066686,Supply
1411156434,655066686,Supply
1201446721,1350072245,Supply
2041833052,1350072245,Supply
2145708684,1003592196,Supply
883180731,1003592196,Supply
907948492,575163335,Supply
447797705,575163335,Supply
221327378,2037826741,Supply
121006304,2037826741,Supply
222273091,469403308,Supply
528451504,469403308,Supply
191209,500677310,Supply
1751776833,500677310,Supply
1796555062,992673599,Supply
155089430,992673599,Supply
2044321856,1444608409,Supply
1250387931,1444608409,Supply
593410659,1947468851,Supply
111583990,1947468851,Supply
1614091657,2083187358,Supply
278701090,2083187358,Supply
718915601,1300607327,Supply
1889792111,1300607327,Supply
1090662886,896010677,Supply
1193108659,896010677,Supply
1833536091,600087637,Supply
2092866040,600087637,Supply
346674945,1724630331,Supply
112086967,1724630331,Supply
1857145030,686761474,Supply
1606370444,686761474,Supply
1927361396,254692376,Supply
1141889975,254692376,Supply
929484028,1745379918,Supply
1764079508,1745379918,Supply
1619089167,1745379918,Supply
454459990,508617456,Supply
1624266765,508617456,Supply
581648176,508617456,Supply
1841989719,769451127,Supply
511432853,769451127,Supply
604307433,769451127,Supply
1367258325,1795465305,Supply
1486397550,1795465305,Supply
1895440162,647193884,Supply
1449205554,647193884,Supply
1854450318,773835989,Supply
732572341,773835989,Supply
1602326927,1236590509,Supply
1332755756,1236590509,Supply
529357958,1376956093,Supply
611115708,1376956093,Supply
1119266922,780458583,Supply
754058116,780458583,Supply
31508522,1778852359,Supply
493302862,1778852359,Supply
521902839,1813276747,Supply
596876927,1813276747,Supply
136495364,1177609729,Supply
1227939319,1177609729,Supply
1474761093,1566595941,Supply
2083784127,1566595941,Supply
1336274296,122145848,Supply
1103068416,122145848,Supply
1653987023,1912890062,Supply
2120070195,1912890062,Supply
75947634,917757820,Supply
1700265778,917757820,Supply
2104601791,744954738,Supply
32080633,744954738,Supply
1550365059,873726442,Supply
863715715,873726442,Supply
1911606514,574782761,Supply
1459955883,574782761,Supply
2008078816,938377460,Supply
182197782,938377460,Supply
1114264012,713341411,Supply
601304668,713341411,Supply
745545542,424968061,Supply
450661921,424968061,Supply
781987976,1654029651,Supply
1728221609,1654029651,Supply
1852506403,448062490,Supply
513122327,448062490,Supply
252615677,1133674596,Supply
1481217586,1133674596,Supply
348309157,1046541929,Supply
920256706,1046541929,Supply
1779666341,1980788892,Supply
798861298,1980788892,Supply
1039560641,1893428392,Supply
865653121,1893428392,Supply
2062622052,958131434,Supply
1568193993,958131434,Supply
506035470,2112207985,Supply
381726499,2112207985,Supply
6589723,344387042,Supply
1807208278,344387042,Supply
645530704,340207697,Supply
822102729,340207697,Supply
590589112,218126534,Supply
122000330,218126534,Supply
1085954150,293185512,Supply
284417358,293185512,Supply
60768229,1644045359,Supply
1267582015,1644045359,Supply
1100061458,1890471301,Supply
142394954,1890471301,Supply
782723516,888081799,Supply
2134071925,888081799,Supply
265830172,1048785866,Supply
1948737497,1048785866,Supply
281702127,110792424,Supply
1030415902,110792424,Supply
814388764,1881616934,Supply
505266403,1881616934,Supply
1392334659,1112123699,Supply
1499199233,1112123699,Supply
1964700038,1362393017,Supply
1492563233,1362393017,Supply
357095117,110812452,Supply
578048856,110812452,Supply
1150087986,190223169,Supply
2007354847,190223169,Supply
1528571918,2116645603,Supply
1026013793,2116645603,Supply
1972574139,1891396969,Supply
993147243,1891396969,Supply
1425080425,1903089433,Supply
527864167,1903089433,Supply
1590726961,93477561,Supply
957406923,93477561,Supply
1889819451,1464987188,Supply
2107912767,1464987188,Supply
1966930545,337379750,Supply
211059711,337379750,Supply
1602750105,1497308899,Supply
719479257,1497308899,Supply
1738608501,1589013653,Supply
1761231079,1589013653,Supply
1694627721,1589013653,Supply
1832662179,1283235862,Supply
1587277392,1283235862,Supply
299011153,1283235862,Supply
180748970,1031117484,Supply
684521038,1031117484,Supply
964377140,1031117484,Supply
1530598674,1925990256,Supply
614858442,1925990256,Supply
1878182902,1925990256,Supply
1481590662,980571181,Supply
2133826001,980571181,Supply
1650808488,980571181,Supply
841052447,1026685189,Supply
1460883260,1026685189,Supply
1089096798,1026685189,Supply
787531081,259249819,Supply
1837041303,259249819,Supply
1045542851,259249819,Supply
1089946595,2015415445,Supply
879282103,2015415445,Supply
338561817,2015415445,Supply
977356740,562862000,Supply
1858292936,562862000,Supply
769219918,562862000,Supply
137388569,557233904,Supply
1556119769,557233904,Supply
2105154713,1460308044,Supply
2115556151,1460308044,Supply
641117644,2063926860,Supply
1465934219,2063926860,Supply
574168072,1805159591,Supply
1565441104,1805159591,Supply
627231203,1668211410,Supply
768317922,1668211410,Supply
2063082238,489496662,Supply
1118297705,489496662,Supply
795380961,1755861755,Supply
1888209527,1755861755,Supply
629284970,17969562,Supply
186303703,17969562,Supply
1721644148,534832871,Supply
2032859323,534832871,Supply
1705593304,325316453,Supply
1416283390,325316453,Supply
503037267,325316453,Supply
1904188938,1796116461,Supply
1782853543,1796116461,Supply
294276475,1796116461,Supply
1186654021,850731504,Supply
1642039047,850731504,Supply
1845546980,850731504,Supply
40405620,38229468,Supply
723015646,38229468,Supply
261913969,1008488765,Supply
937795713,1008488765,Supply
215705974,635436047,Supply
701348921,635436047,Supply
56557387,1322098009,Supply
384711367,1322098009,Supply
900617204,1297098431,Supply
137006541,1297098431,Supply
1907088219,508504225,Supply
733877617,508504225,Supply
1158852324,499881614,Supply
1833613361,499881614,Supply
4419739,910967195,Supply
103679258,910967195,Supply
1561989242,1266446897,Supply
255103589,1266446897,Supply
622869571,424527002,Supply
144449955,424527002,Supply
1286412820,719002756,Supply
779627683,719002756,Supply
124184987,497757318,Supply
613075881,497757318,Supply
1044477349,1049099638,Supply
690414961,1049099638,Supply
1889297503,1091747640,Supply
165344400,1091747640,Supply
1429920231,677524337,Supply
1553687727,677524337,Supply
1339486455,1328684574,Supply
157968257,1328684574,Supply
609235761,947844881,Supply
192417148,947844881,Supply
1823623620,1298410341,Supply
415522652,1298410341,Supply
2108137409,740449856,Supply
1765023172,740449856,Supply
562348431,771408725,Supply
816119109,771408725,Supply
1074977075,344243239,Supply
1870688806,344243239,Supply
602922643,1272439145,Supply
1355435861,1272439145,Supply
706437652,1132714886,Supply
1291448927,1132714886,Supply
1433049428,1427316664,Supply
1088819985,1427316664,Supply
1418618746,823037299,Supply
1677602891,823037299,Supply
2065610118,932885919,Supply
1985887111,932885919,Supply
1355210557,88715999,Supply
1992727680,88715999,Supply
