 ID, Employee ID, Name, Type, Format, Status, Start Time, End Time, Location, Description, Num Attendees, Recurring, Budget, Created At
866848457,374742912,Best Practices Session,Webinar,In-Person,Scheduled,2025-03-02 23:00:35.740063 UTC,2025-03-03 01:00:35.740063 UTC,Customer HQ,Interactive Q&A session with product team,43,FALSE,,2024-12-18 23:00:35.740063 UTC
318718811,1816148921,Admin Console Workshop,Training,Virtual,Scheduled,2025-01-25 23:00:35.740777 UTC,2025-01-26 03:00:35.740777 UTC,Zoom Meeting,Best practices workshop,5,TRUE,3566.269981062987,2025-01-23 23:00:35.740777 UTC
1649727222,126591564,Success Review,Customer Meeting,In-Person,Scheduled,2025-03-06 23:00:35.741525 UTC,2025-03-07 00:00:35.741525 UTC,Customer HQ,Strategic planning session with customer team,2,FALSE,,2024-12-14 23:00:35.741525 UTC
1190271953,1608037409,Implementation Planning,Customer Meeting,Hybrid,Scheduled,2025-02-12 23:00:35.744434 UTC,2025-02-13 00:00:35.744434 UTC,HQ + Zoom,Technical architecture review,3,FALSE,,2025-01-05 23:00:35.744434 UTC
1096789159,895334175,Product Updates Webinar,Webinar,Virtual,Scheduled,2025-03-28 23:00:35.747237 UTC,2025-03-29 01:00:35.747237 UTC,Zoom Meeting,Interactive Q&A session with product team,39,FALSE,,2024-11-22 23:00:35.747237 UTC
463274847,840859815,New Feature Training,Training,Virtual,Scheduled,2025-04-21 23:00:35.749463 UTC,2025-04-22 03:00:35.749463 UTC,Zoom Meeting,Deep dive into advanced functionality,9,TRUE,4646.474307472578,2024-10-29 23:00:35.749463 UTC
1059330659,1050508733,Product Roadmap Discussion,Customer Meeting,In-Person,Scheduled,2025-02-16 23:00:35.751116 UTC,2025-02-17 00:00:35.751116 UTC,Customer HQ,Review current implementation and discuss next steps,5,FALSE,,2025-01-01 23:00:35.751116 UTC
401962099,374742912,Product Roadmap Discussion,Customer Meeting,In-Person,Scheduled,2025-02-23 23:00:35.761244 UTC,2025-02-24 00:00:35.761244 UTC,Customer HQ,Review current implementation and discuss next steps,2,FALSE,,2024-12-25 23:00:35.761244 UTC
1938966430,289350603,Best Practices Session,Webinar,In-Person,Scheduled,2025-01-31 23:00:35.765304 UTC,2025-02-01 01:00:35.765304 UTC,Customer HQ,Join us for updates on new features and roadmap,24,FALSE,,2025-01-17 23:00:35.765304 UTC
526811904,1816148921,Implementation Planning,Customer Meeting,Virtual,Scheduled,2025-04-12 23:00:35.772296 UTC,2025-04-13 00:00:35.772296 UTC,Zoom Meeting,Technical architecture review,4,FALSE,,2024-11-07 23:00:35.772296 UTC
333702294,1439420165,Advanced User Training,Training,In-Person,Scheduled,2025-04-03 23:00:35.775026 UTC,2025-04-04 03:00:35.775026 UTC,Customer HQ,Best practices workshop,12,TRUE,2069.3125893651886,2024-11-16 23:00:35.775026 UTC
871364508,1826904509,Industry Trends Webinar,Webinar,Virtual,Scheduled,2025-04-01 23:00:35.784892 UTC,2025-04-02 01:00:35.784892 UTC,Zoom Meeting,Join us for updates on new features and roadmap,50,FALSE,,2024-11-18 23:00:35.784892 UTC
149824379,2138075717,Best Practices Session,Webinar,Virtual,Scheduled,2025-01-29 23:00:35.787449 UTC,2025-01-30 01:00:35.787449 UTC,Zoom Meeting,Learn best practices from industry experts,42,FALSE,,2025-01-19 23:00:35.787449 UTC
1416185050,1029413620,Q1 2024 Business Review,QBR,Virtual,Scheduled,2025-02-16 23:00:35.791929 UTC,2025-02-17 02:00:35.791929 UTC,Zoom Meeting,Regular scheduled meeting,6,TRUE,,2025-01-01 23:00:35.791929 UTC
140556382,2138075717,Admin Console Workshop,Training,Virtual,Scheduled,2025-04-07 23:00:35.796141 UTC,2025-04-08 03:00:35.796141 UTC,Zoom Meeting,Best practices workshop,9,TRUE,2381.7422935446166,2024-11-12 23:00:35.796141 UTC
1207816732,1050508733,Q2 2024 Business Review,QBR,In-Person,Scheduled,2025-02-15 23:00:35.85193 UTC,2025-02-16 02:00:35.85193 UTC,Customer HQ,Regular scheduled meeting,4,TRUE,,2025-01-02 23:00:35.85193 UTC
380877745,1608037409,Success Review,Customer Meeting,Virtual,Scheduled,2025-03-25 23:00:35.856455 UTC,2025-03-26 00:00:35.856455 UTC,Zoom Meeting,Strategic planning session with customer team,2,FALSE,,2024-11-25 23:00:35.856455 UTC
322018899,840859815,Best Practices Session,Webinar,Virtual,Scheduled,2025-02-18 23:00:35.867479 UTC,2025-02-19 01:00:35.867479 UTC,Zoom Meeting,Learn best practices from industry experts,47,FALSE,,2024-12-30 23:00:35.867479 UTC
1549011495,1157138452,New Feature Training,Training,In-Person,Scheduled,2025-02-20 23:00:35.917226 UTC,2025-02-21 03:00:35.917226 UTC,Customer HQ,Deep dive into advanced functionality,13,TRUE,2645.5491172256984,2024-12-28 23:00:35.917226 UTC
916221245,81801061,Industry Trends Webinar,Webinar,In-Person,Scheduled,2025-04-16 23:00:35.918159 UTC,2025-04-17 01:00:35.918159 UTC,Customer HQ,Join us for updates on new features and roadmap,49,FALSE,,2024-11-03 23:00:35.918159 UTC
713811053,1180861141,Partner Conference,Conference,Virtual,Scheduled,2025-02-10 23:00:35.92162 UTC,2025-02-11 07:00:35.92162 UTC,Zoom Meeting,Regular scheduled meeting,78,FALSE,18107.197385596362,2025-01-07 23:00:35.92162 UTC
914814819,517880878,Success Review,Customer Meeting,Virtual,Scheduled,2025-02-23 23:00:35.922461 UTC,2025-02-24 00:00:35.922461 UTC,Zoom Meeting,Strategic planning session with customer team,2,FALSE,,2024-12-25 23:00:35.922461 UTC
105780519,374742912,Industry Trends Webinar,Webinar,In-Person,Scheduled,2025-02-12 23:00:35.925161 UTC,2025-02-13 01:00:35.925161 UTC,Customer HQ,Join us for updates on new features and roadmap,46,FALSE,,2025-01-05 23:00:35.925161 UTC
1718381856,742365891,Advanced User Training,Training,Virtual,Scheduled,2025-02-18 23:00:35.927139 UTC,2025-02-19 03:00:35.927139 UTC,Zoom Meeting,Best practices workshop,8,TRUE,3863.6122434597783,2024-12-30 23:00:35.927139 UTC
103581378,1826904509,Success Review,Customer Meeting,In-Person,Scheduled,2025-02-12 23:00:35.937964 UTC,2025-02-13 00:00:35.937964 UTC,Customer HQ,Technical architecture review,3,FALSE,,2025-01-05 23:00:35.937964 UTC
1260045832,1029413620,Partner Conference,Conference,Virtual,Scheduled,2025-02-23 23:00:35.941652 UTC,2025-02-24 07:00:35.941652 UTC,Zoom Meeting,Regular scheduled meeting,93,FALSE,11882.899563600673,2024-12-25 23:00:35.941652 UTC
1531147340,951775129,Product Updates Webinar,Webinar,Hybrid,Scheduled,2025-03-12 23:00:35.942515 UTC,2025-03-13 01:00:35.942515 UTC,HQ + Zoom,Learn best practices from industry experts,26,FALSE,,2024-12-08 23:00:35.942515 UTC
1027412335,643793315,Product Roadmap Discussion,Customer Meeting,Virtual,Scheduled,2025-04-23 23:00:35.945935 UTC,2025-04-24 00:00:35.945935 UTC,Zoom Meeting,Technical architecture review,3,FALSE,,2024-10-27 23:00:35.945935 UTC
1901704315,1997519883,Admin Console Workshop,Training,In-Person,Scheduled,2025-02-02 23:00:35.946636 UTC,2025-02-03 03:00:35.946636 UTC,Customer HQ,Deep dive into advanced functionality,9,TRUE,2470.068716071096,2025-01-15 23:00:35.946636 UTC
1476706820,1439420165,New Feature Training,Training,Hybrid,Scheduled,2025-02-06 23:00:35.947369 UTC,2025-02-07 03:00:35.947369 UTC,HQ + Zoom,Best practices workshop,14,TRUE,3413.2644368185483,2025-01-11 23:00:35.947369 UTC
1871313008,289350603,Best Practices Session,Webinar,Hybrid,Scheduled,2025-04-07 23:00:35.948167 UTC,2025-04-08 01:00:35.948167 UTC,HQ + Zoom,Learn best practices from industry experts,43,FALSE,,2024-11-12 23:00:35.948167 UTC
1078189356,289350603,Implementation Planning,Customer Meeting,In-Person,Scheduled,2025-02-25 23:00:35.950388 UTC,2025-02-26 00:00:35.950388 UTC,Customer HQ,Technical architecture review,5,FALSE,,2024-12-23 23:00:35.950388 UTC
2090345712,643793315,Industry Trends Webinar,Webinar,Virtual,Scheduled,2025-02-01 23:00:35.951103 UTC,2025-02-02 01:00:35.951103 UTC,Zoom Meeting,Join us for updates on new features and roadmap,48,FALSE,,2025-01-16 23:00:35.951103 UTC
579897706,2138075717,New Feature Training,Training,Virtual,Scheduled,2025-04-24 23:00:35.95191 UTC,2025-04-25 03:00:35.95191 UTC,Zoom Meeting,Best practices workshop,14,TRUE,1277.4782781463302,2024-10-26 23:00:35.95191 UTC
1590639694,519770588,Admin Console Workshop,Training,Virtual,Scheduled,2025-03-09 23:00:35.954171 UTC,2025-03-10 03:00:35.954171 UTC,Zoom Meeting,Deep dive into advanced functionality,5,TRUE,3722.6940153606315,2024-12-11 23:00:35.954171 UTC
11684855,374742912,Implementation Planning,Customer Meeting,In-Person,Scheduled,2025-02-17 23:00:35.954936 UTC,2025-02-18 00:00:35.954936 UTC,Customer HQ,Review current implementation and discuss next steps,4,FALSE,,2024-12-31 23:00:35.954936 UTC
1858429624,1439420165,Advanced User Training,Training,Virtual,Scheduled,2025-02-20 23:00:35.95705 UTC,2025-02-21 03:00:35.95705 UTC,Zoom Meeting,Best practices workshop,6,TRUE,1472.9316888197447,2024-12-28 23:00:35.95705 UTC
563704127,951775129,Implementation Planning,Customer Meeting,Virtual,Scheduled,2025-03-19 23:00:35.957904 UTC,2025-03-20 00:00:35.957904 UTC,Zoom Meeting,Review current implementation and discuss next steps,2,FALSE,,2024-12-01 23:00:35.957904 UTC
2143462748,1997519883,Advanced User Training,Training,Virtual,Scheduled,2025-03-25 23:00:35.959761 UTC,2025-03-26 03:00:35.959761 UTC,Zoom Meeting,Best practices workshop,10,TRUE,1034.7866488576144,2024-11-25 23:00:35.959761 UTC
1871142428,1837155942,Success Review,Customer Meeting,Virtual,Scheduled,2025-03-13 23:00:35.960567 UTC,2025-03-14 00:00:35.960567 UTC,Zoom Meeting,Review current implementation and discuss next steps,4,FALSE,,2024-12-07 23:00:35.960567 UTC
477435409,895334175,Success Review,Customer Meeting,Virtual,Scheduled,2025-04-14 23:00:35.961307 UTC,2025-04-15 00:00:35.961307 UTC,Zoom Meeting,Strategic planning session with customer team,4,FALSE,,2024-11-05 23:00:35.961307 UTC
1361322879,1826904509,Implementation Planning,Customer Meeting,Virtual,Scheduled,2025-03-25 23:00:35.962055 UTC,2025-03-26 00:00:35.962055 UTC,Zoom Meeting,Strategic planning session with customer team,3,FALSE,,2024-11-25 23:00:35.962055 UTC
428118511,951775129,Product Roadmap Discussion,Customer Meeting,In-Person,Scheduled,2025-04-07 23:00:35.964213 UTC,2025-04-08 00:00:35.964213 UTC,Customer HQ,Technical architecture review,4,FALSE,,2024-11-12 23:00:35.964213 UTC
612369094,895334175,Product Roadmap Discussion,Customer Meeting,Virtual,Scheduled,2025-03-27 23:00:35.965013 UTC,2025-03-28 00:00:35.965013 UTC,Zoom Meeting,Technical architecture review,3,FALSE,,2024-11-23 23:00:35.965013 UTC
1097249240,742365891,Admin Console Workshop,Training,Virtual,Scheduled,2025-04-04 23:00:35.966422 UTC,2025-04-05 03:00:35.966422 UTC,Zoom Meeting,Best practices workshop,8,TRUE,2024.1959241075276,2024-11-15 23:00:35.966422 UTC
1895453368,2138075717,Industry Trends Webinar,Webinar,In-Person,Scheduled,2025-04-14 23:00:35.967234 UTC,2025-04-15 01:00:35.967234 UTC,Customer HQ,Interactive Q&A session with product team,35,FALSE,,2024-11-05 23:00:35.967234 UTC
374822753,1837155942,Industry Summit,Conference,Virtual,Scheduled,2025-04-05 23:00:35.981451 UTC,2025-04-06 07:00:35.981451 UTC,Zoom Meeting,Regular scheduled meeting,77,FALSE,44889.65809283775,2024-11-14 23:00:35.981451 UTC
2030777427,1507141089,Best Practices Session,Webinar,Virtual,Scheduled,2025-03-26 23:00:35.983239 UTC,2025-03-27 01:00:35.983239 UTC,Zoom Meeting,Learn best practices from industry experts,46,FALSE,,2024-11-24 23:00:35.983239 UTC
240646158,122346013,Q3 2024 Business Review,QBR,Virtual,Scheduled,2025-03-24 23:00:35.985578 UTC,2025-03-25 02:00:35.985578 UTC,Zoom Meeting,Regular scheduled meeting,7,TRUE,,2024-11-26 23:00:35.985578 UTC
225656905,1157138452,Best Practices Session,Webinar,In-Person,Scheduled,2025-01-30 23:00:35.997003 UTC,2025-01-31 01:00:35.997003 UTC,Customer HQ,Learn best practices from industry experts,33,FALSE,,2025-01-18 23:00:35.997003 UTC
839793958,517880878,Q1 2024 Business Review,QBR,Virtual,Scheduled,2025-04-07 23:00:35.997762 UTC,2025-04-08 02:00:35.997762 UTC,Zoom Meeting,Regular scheduled meeting,7,TRUE,,2024-11-12 23:00:35.997762 UTC
1853082646,742365891,Product Roadmap Discussion,Customer Meeting,In-Person,Scheduled,2025-01-25 23:00:35.998464 UTC,2025-01-26 00:00:35.998464 UTC,Customer HQ,Strategic planning session with customer team,2,FALSE,,2025-01-23 23:00:35.998464 UTC
1539486834,374742912,Success Review,Customer Meeting,Virtual,Scheduled,2025-03-21 23:00:35.999225 UTC,2025-03-22 00:00:35.999225 UTC,Zoom Meeting,Technical architecture review,2,FALSE,,2024-11-29 23:00:35.999225 UTC
327625644,1997519883,Advanced User Training,Training,In-Person,Scheduled,2025-03-08 23:00:36.001364 UTC,2025-03-09 03:00:36.001364 UTC,Customer HQ,Deep dive into advanced functionality,5,TRUE,1522.0518053583073,2024-12-12 23:00:36.001364 UTC
1415946979,1439420165,Advanced User Training,Training,Virtual,Scheduled,2025-03-20 23:00:36.002278 UTC,2025-03-21 03:00:36.002278 UTC,Zoom Meeting,Hands-on training session for new features,13,TRUE,1625.1972372116313,2024-11-30 23:00:36.002278 UTC
475166317,951775129,Admin Console Workshop,Training,In-Person,Scheduled,2025-03-02 23:00:36.002999 UTC,2025-03-03 03:00:36.002999 UTC,Customer HQ,Hands-on training session for new features,13,TRUE,2140.083012141019,2024-12-18 23:00:36.002999 UTC
538686192,951775129,Industry Trends Webinar,Webinar,Virtual,Scheduled,2025-03-18 23:00:36.0038 UTC,2025-03-19 01:00:36.0038 UTC,Zoom Meeting,Interactive Q&A session with product team,36,FALSE,,2024-12-02 23:00:36.0038 UTC
320818582,374742912,Product Updates Webinar,Webinar,Virtual,Scheduled,2025-03-29 23:00:36.00605 UTC,2025-03-30 01:00:36.00605 UTC,Zoom Meeting,Join us for updates on new features and roadmap,41,FALSE,,2024-11-21 23:00:36.00605 UTC
1553657709,840859815,Q3 2024 Business Review,QBR,Virtual,Scheduled,2025-02-28 23:00:36.006807 UTC,2025-03-01 02:00:36.006807 UTC,Zoom Meeting,Regular scheduled meeting,7,TRUE,,2024-12-20 23:00:36.006807 UTC
798078114,943289491,Industry Trends Webinar,Webinar,Virtual,Scheduled,2025-01-26 23:00:36.00885 UTC,2025-01-27 01:00:36.00885 UTC,Zoom Meeting,Interactive Q&A session with product team,41,FALSE,,2025-01-22 23:00:36.00885 UTC
1205416707,943289491,Advanced User Training,Training,Virtual,Scheduled,2025-02-19 23:00:36.009666 UTC,2025-02-20 03:00:36.009666 UTC,Zoom Meeting,Deep dive into advanced functionality,5,TRUE,2240.829870729799,2024-12-29 23:00:36.009666 UTC
1195985200,943289491,Product Updates Webinar,Webinar,Virtual,Scheduled,2025-03-03 23:00:36.010407 UTC,2025-03-04 01:00:36.010407 UTC,Zoom Meeting,Learn best practices from industry experts,27,FALSE,,2024-12-17 23:00:36.010407 UTC
1849139229,1826904509,Product Roadmap Discussion,Customer Meeting,In-Person,Scheduled,2025-03-02 23:00:36.011136 UTC,2025-03-03 00:00:36.011136 UTC,Customer HQ,Strategic planning session with customer team,5,FALSE,,2024-12-18 23:00:36.011136 UTC
1510938104,122346013,Best Practices Session,Webinar,Virtual,Scheduled,2025-02-21 23:00:36.013347 UTC,2025-02-22 01:00:36.013347 UTC,Zoom Meeting,Join us for updates on new features and roadmap,38,FALSE,,2024-12-27 23:00:36.013347 UTC
2038201402,1439420165,Advanced User Training,Training,In-Person,Scheduled,2025-04-08 23:00:36.014074 UTC,2025-04-09 03:00:36.014074 UTC,Customer HQ,Hands-on training session for new features,14,TRUE,3949.037517764869,2024-11-11 23:00:36.014074 UTC
34798202,374742912,Best Practices Session,Webinar,Virtual,Scheduled,2025-02-18 23:00:36.016415 UTC,2025-02-19 01:00:36.016415 UTC,Zoom Meeting,Learn best practices from industry experts,35,FALSE,,2024-12-30 23:00:36.016415 UTC
1327194986,1050508733,Product Roadmap Discussion,Customer Meeting,In-Person,Scheduled,2025-02-26 23:00:36.017454 UTC,2025-02-27 00:00:36.017454 UTC,Customer HQ,Review current implementation and discuss next steps,5,FALSE,,2024-12-22 23:00:36.017454 UTC
1968471183,517880878,Product Roadmap Discussion,Customer Meeting,Virtual,Scheduled,2025-04-07 23:00:36.019027 UTC,2025-04-08 00:00:36.019027 UTC,Zoom Meeting,Review current implementation and discuss next steps,4,FALSE,,2024-11-12 23:00:36.019027 UTC
1691232784,1157138452,Product Roadmap Discussion,Customer Meeting,Virtual,Scheduled,2025-04-04 23:00:36.019705 UTC,2025-04-05 00:00:36.019705 UTC,Zoom Meeting,Strategic planning session with customer team,5,FALSE,,2024-11-15 23:00:36.019705 UTC
1330945281,1029413620,Implementation Planning,Customer Meeting,Virtual,Scheduled,2025-03-21 23:00:36.020461 UTC,2025-03-22 00:00:36.020461 UTC,Zoom Meeting,Technical architecture review,4,FALSE,,2024-11-29 23:00:36.020461 UTC
1144839947,519770588,Q2 2024 Business Review,QBR,Virtual,Scheduled,2025-04-06 23:00:36.021266 UTC,2025-04-07 02:00:36.021266 UTC,Zoom Meeting,Regular scheduled meeting,8,TRUE,,2024-11-13 23:00:36.021266 UTC
2032304834,1837155942,Advanced User Training,Training,Virtual,Scheduled,2025-02-01 23:00:36.036542 UTC,2025-02-02 03:00:36.036542 UTC,Zoom Meeting,Best practices workshop,13,TRUE,3469.4345490668447,2025-01-16 23:00:36.036542 UTC
1570784675,895334175,Q2 2024 Business Review,QBR,Virtual,Scheduled,2025-03-15 23:00:36.038572 UTC,2025-03-16 02:00:36.038572 UTC,Zoom Meeting,Regular scheduled meeting,4,TRUE,,2024-12-05 23:00:36.038572 UTC
1254379487,1997519883,Implementation Planning,Customer Meeting,Virtual,Scheduled,2025-04-23 23:00:36.040376 UTC,2025-04-24 00:00:36.040376 UTC,Zoom Meeting,Strategic planning session with customer team,4,FALSE,,2024-10-27 23:00:36.040376 UTC
1045735811,951775129,Product Updates Webinar,Webinar,Hybrid,Scheduled,2025-03-19 23:00:36.052751 UTC,2025-03-20 01:00:36.052751 UTC,HQ + Zoom,Join us for updates on new features and roadmap,27,FALSE,,2024-12-01 23:00:36.052751 UTC
254216541,519770588,Advanced User Training,Training,Virtual,Scheduled,2025-04-22 23:00:36.053502 UTC,2025-04-23 03:00:36.053502 UTC,Zoom Meeting,Best practices workshop,8,TRUE,4545.406069228751,2024-10-28 23:00:36.053502 UTC
335096763,1029413620,Q2 2024 Business Review,QBR,Virtual,Scheduled,2025-02-27 23:00:36.054294 UTC,2025-02-28 02:00:36.054294 UTC,Zoom Meeting,Regular scheduled meeting,7,TRUE,,2024-12-21 23:00:36.054294 UTC
87675058,81801061,Industry Trends Webinar,Webinar,Virtual,Scheduled,2025-03-25 23:00:36.055029 UTC,2025-03-26 01:00:36.055029 UTC,Zoom Meeting,Interactive Q&A session with product team,37,FALSE,,2024-11-25 23:00:36.055029 UTC
1546597436,374742912,Industry Trends Webinar,Webinar,In-Person,Scheduled,2025-03-31 23:00:36.0575 UTC,2025-04-01 01:00:36.0575 UTC,Customer HQ,Interactive Q&A session with product team,45,FALSE,,2024-11-19 23:00:36.0575 UTC
1567116667,122346013,Advanced User Training,Training,Virtual,Scheduled,2025-03-02 23:00:36.058329 UTC,2025-03-03 03:00:36.058329 UTC,Zoom Meeting,Deep dive into advanced functionality,14,TRUE,1046.534174226197,2024-12-18 23:00:36.058329 UTC
12756326,1837155942,Implementation Planning,Customer Meeting,Virtual,Scheduled,2025-03-27 23:00:36.05899 UTC,2025-03-28 00:00:36.05899 UTC,Zoom Meeting,Review current implementation and discuss next steps,5,FALSE,,2024-11-23 23:00:36.05899 UTC
1110244621,2138075717,Partner Conference,Conference,Virtual,Scheduled,2025-03-26 23:00:36.060923 UTC,2025-03-27 07:00:36.060923 UTC,Zoom Meeting,Regular scheduled meeting,62,FALSE,15196.92825099872,2024-11-24 23:00:36.060923 UTC
1769535243,1157138452,New Feature Training,Training,In-Person,Scheduled,2025-02-25 23:00:36.061682 UTC,2025-02-26 03:00:36.061682 UTC,Customer HQ,Hands-on training session for new features,14,TRUE,1053.5446420204848,2024-12-23 23:00:36.061682 UTC
1648176190,1816148921,Admin Console Workshop,Training,Virtual,Scheduled,2025-01-29 23:00:36.063629 UTC,2025-01-30 03:00:36.063629 UTC,Zoom Meeting,Deep dive into advanced functionality,6,TRUE,1216.3895954370462,2025-01-19 23:00:36.063629 UTC
1842140437,1507141089,Product Updates Webinar,Webinar,Virtual,Scheduled,2025-03-21 23:00:36.064598 UTC,2025-03-22 01:00:36.064598 UTC,Zoom Meeting,Learn best practices from industry experts,30,FALSE,,2024-11-29 23:00:36.064598 UTC
289870741,943289491,Industry Trends Webinar,Webinar,Virtual,Scheduled,2025-04-20 23:00:36.065464 UTC,2025-04-21 01:00:36.065464 UTC,Zoom Meeting,Learn best practices from industry experts,43,FALSE,,2024-10-30 23:00:36.065464 UTC
775299675,895334175,Industry Trends Webinar,Webinar,Virtual,Scheduled,2025-04-22 23:00:36.067914 UTC,2025-04-23 01:00:36.067914 UTC,Zoom Meeting,Interactive Q&A session with product team,49,FALSE,,2024-10-28 23:00:36.067914 UTC
126778901,289350603,Implementation Planning,Customer Meeting,Virtual,Scheduled,2025-04-23 23:00:36.069067 UTC,2025-04-24 00:00:36.069067 UTC,Zoom Meeting,Review current implementation and discuss next steps,2,FALSE,,2024-10-27 23:00:36.069067 UTC
167196403,1826904509,Product Roadmap Discussion,Customer Meeting,Virtual,Scheduled,2025-02-17 23:00:36.071773 UTC,2025-02-18 00:00:36.071773 UTC,Zoom Meeting,Strategic planning session with customer team,5,FALSE,,2024-12-31 23:00:36.071773 UTC
353940391,1507141089,Best Practices Session,Webinar,Virtual,Scheduled,2025-02-20 23:00:36.072645 UTC,2025-02-21 01:00:36.072645 UTC,Zoom Meeting,Join us for updates on new features and roadmap,31,FALSE,,2024-12-28 23:00:36.072645 UTC
1598477696,289350603,Partner Conference,Conference,Virtual,Scheduled,2025-01-26 23:00:36.073397 UTC,2025-01-27 07:00:36.073397 UTC,Zoom Meeting,Regular scheduled meeting,76,FALSE,23089.220722261634,2025-01-22 23:00:36.073397 UTC
1242794240,1439420165,Implementation Planning,Customer Meeting,In-Person,Scheduled,2025-01-25 23:00:36.075574 UTC,2025-01-26 00:00:36.075574 UTC,Customer HQ,Strategic planning session with customer team,3,FALSE,,2025-01-23 23:00:36.075574 UTC
585926581,519770588,Implementation Planning,Customer Meeting,Virtual,Scheduled,2025-01-27 23:00:36.076286 UTC,2025-01-28 00:00:36.076286 UTC,Zoom Meeting,Review current implementation and discuss next steps,3,FALSE,,2025-01-21 23:00:36.076286 UTC
566333402,1507141089,Annual User Conference,Conference,Virtual,Scheduled,2025-04-01 23:00:36.078128 UTC,2025-04-02 07:00:36.078128 UTC,Zoom Meeting,Regular scheduled meeting,79,FALSE,22688.90176271967,2024-11-18 23:00:36.078128 UTC
1998869312,126591564,Product Roadmap Discussion,Customer Meeting,Virtual,Scheduled,2025-02-08 23:00:36.078813 UTC,2025-02-09 00:00:36.078813 UTC,Zoom Meeting,Strategic planning session with customer team,2,FALSE,,2025-01-09 23:00:36.078813 UTC
80396642,943289491,Best Practices Session,Webinar,Virtual,Scheduled,2025-02-07 23:00:36.079516 UTC,2025-02-08 01:00:36.079516 UTC,Zoom Meeting,Learn best practices from industry experts,32,FALSE,,2025-01-10 23:00:36.079516 UTC
64033166,2138075717,Admin Console Workshop,Training,In-Person,Scheduled,2025-04-22 23:00:36.080274 UTC,2025-04-23 03:00:36.080274 UTC,Customer HQ,Best practices workshop,6,TRUE,1099.107047579779,2024-10-28 23:00:36.080274 UTC
842384158,81801061,Product Roadmap Discussion,Customer Meeting,Hybrid,Scheduled,2025-02-11 23:00:36.090666 UTC,2025-02-12 00:00:36.090666 UTC,HQ + Zoom,Review current implementation and discuss next steps,5,FALSE,,2025-01-06 23:00:36.090666 UTC
944993154,1224300936,Q1 2024 Business Review,QBR,Virtual,Scheduled,2025-03-17 23:00:36.092982 UTC,2025-03-18 02:00:36.092982 UTC,Zoom Meeting,Regular scheduled meeting,8,TRUE,,2024-12-03 23:00:36.092982 UTC
1853049430,1826904509,Q3 2024 Business Review,QBR,Virtual,Scheduled,2025-04-12 23:00:36.095517 UTC,2025-04-13 02:00:36.095517 UTC,Zoom Meeting,Regular scheduled meeting,5,TRUE,,2024-11-07 23:00:36.095517 UTC
750404368,289350603,Implementation Planning,Customer Meeting,Hybrid,Scheduled,2025-04-13 23:00:36.097953 UTC,2025-04-14 00:00:36.097953 UTC,HQ + Zoom,Technical architecture review,5,FALSE,,2024-11-06 23:00:36.097953 UTC
265531979,1439420165,Industry Summit,Conference,Virtual,Scheduled,2025-04-07 23:00:36.100222 UTC,2025-04-08 07:00:36.100222 UTC,Zoom Meeting,Regular scheduled meeting,58,FALSE,30978.23533784011,2024-11-12 23:00:36.100222 UTC
1857521901,289350603,Q2 2024 Business Review,QBR,In-Person,Scheduled,2025-04-09 23:00:36.110253 UTC,2025-04-10 02:00:36.110253 UTC,Customer HQ,Regular scheduled meeting,6,TRUE,,2024-11-10 23:00:36.110253 UTC
1611403995,951775129,Q1 2024 Business Review,QBR,In-Person,Scheduled,2025-03-05 23:00:36.11102 UTC,2025-03-06 02:00:36.11102 UTC,Customer HQ,Regular scheduled meeting,4,TRUE,,2024-12-15 23:00:36.11102 UTC
1248749852,951775129,Annual User Conference,Conference,Virtual,Scheduled,2025-04-12 23:00:36.113666 UTC,2025-04-13 07:00:36.113666 UTC,Zoom Meeting,Regular scheduled meeting,68,FALSE,31472.669752070087,2024-11-07 23:00:36.113666 UTC
1635125462,1050508733,Industry Trends Webinar,Webinar,Virtual,Scheduled,2025-03-26 23:00:36.114493 UTC,2025-03-27 01:00:36.114493 UTC,Zoom Meeting,Join us for updates on new features and roadmap,32,FALSE,,2024-11-24 23:00:36.114493 UTC
1619747117,517880878,Industry Trends Webinar,Webinar,In-Person,Scheduled,2025-02-16 23:00:36.115223 UTC,2025-02-17 01:00:36.115223 UTC,Customer HQ,Join us for updates on new features and roadmap,45,FALSE,,2025-01-01 23:00:36.115223 UTC
1228711677,374742912,Product Updates Webinar,Webinar,Virtual,Scheduled,2025-03-29 23:00:36.11639 UTC,2025-03-30 01:00:36.11639 UTC,Zoom Meeting,Learn best practices from industry experts,26,FALSE,,2024-11-21 23:00:36.11639 UTC
202529502,1816148921,Q3 2024 Business Review,QBR,Virtual,Scheduled,2025-04-09 23:00:36.118796 UTC,2025-04-10 02:00:36.118796 UTC,Zoom Meeting,Regular scheduled meeting,7,TRUE,,2024-11-10 23:00:36.118796 UTC
840734587,1837155942,Product Updates Webinar,Webinar,Virtual,Scheduled,2025-03-14 23:00:36.119526 UTC,2025-03-15 01:00:36.119526 UTC,Zoom Meeting,Interactive Q&A session with product team,46,FALSE,,2024-12-06 23:00:36.119526 UTC
1535906258,519770588,Product Roadmap Discussion,Customer Meeting,Hybrid,Scheduled,2025-04-11 23:00:36.12038 UTC,2025-04-12 00:00:36.12038 UTC,HQ + Zoom,Technical architecture review,3,FALSE,,2024-11-08 23:00:36.12038 UTC
