 ID, Plant ID, Purchase Order ID, Chemical Name, Quantity, Purity, Expiration Date, Storage Temp, Hazard Level, Status
1011057084,795267550,2022075705,Ethylene,108.92389018457006,0.995,2025-07-27 00:00:00 UTC,25.0,MEDIUM,LOW
1936847690,795267550,1204353214,Solvent B,52.61320365388379,0.98,2025-07-27 00:00:00 UTC,25.0,LOW,LOW
2088924259,795267550,291347091,Ethylene,187.17850185186626,0.995,2025-07-28 00:00:00 UTC,25.0,MEDIUM,LOW
1731781977,525111250,1192551756,Catalyst A,15.610361540901657,0.99,2025-07-29 00:00:00 UTC,25.0,HIGH,LOW
1418569874,487278038,1082479607,Catalyst A,15.642892583088642,0.99,2025-07-30 00:00:00 UTC,25.0,HIGH,LOW
1870790220,795267550,2095480829,Catalyst A,15.80660169640235,0.99,2025-08-01 00:00:00 UTC,25.0,HIGH,LOW
1113282015,487278038,2030646628,Ethylene,108.17848947948366,0.995,2025-08-03 00:00:00 UTC,25.0,MEDIUM,LOW
887887638,795267550,446768447,Catalyst A,18.17277264279486,0.99,2025-08-04 00:00:00 UTC,25.0,HIGH,LOW
570459941,487278038,160218119,Catalyst A,17.32839482170685,0.99,2025-08-04 00:00:00 UTC,25.0,HIGH,LOW
1039705211,487278038,1563028088,Catalyst A,19.52147152059817,0.99,2025-08-08 00:00:00 UTC,25.0,HIGH,LOW
1023187224,487278038,1094239075,Ethylene,118.13208764021257,0.995,2025-08-12 00:00:00 UTC,25.0,MEDIUM,LOW
72160691,487278038,253048396,Solvent B,89.87826660288398,0.98,2025-08-12 00:00:00 UTC,25.0,LOW,LOW
340530616,525111250,1341944464,Solvent B,97.11328212735512,0.98,2025-08-14 00:00:00 UTC,25.0,LOW,LOW
476268117,487278038,910714794,Ethylene,107.18506682312035,0.995,2025-08-14 00:00:00 UTC,25.0,MEDIUM,LOW
2008593078,795267550,1975050173,Solvent B,66.69746927927511,0.98,2025-08-15 00:00:00 UTC,25.0,LOW,LOW
73759885,795267550,2082814491,Solvent B,87.6722247072553,0.98,2025-08-17 00:00:00 UTC,25.0,LOW,LOW
193751848,487278038,571073975,Catalyst A,11.384176768175752,0.99,2025-08-17 00:00:00 UTC,25.0,HIGH,LOW
81654593,525111250,768074966,Catalyst A,13.148083108861682,0.99,2025-08-20 00:00:00 UTC,25.0,HIGH,LOW
1198878915,795267550,1425262171,Catalyst A,15.348500057395276,0.99,2025-08-23 00:00:00 UTC,25.0,HIGH,LOW
481539333,795267550,1994944640,Solvent B,86.28289039695446,0.98,2025-08-23 00:00:00 UTC,25.0,LOW,LOW
1599867392,487278038,283121511,Catalyst A,16.76711402986428,0.99,2025-08-23 00:00:00 UTC,25.0,HIGH,LOW
2002968509,525111250,1158902926,Catalyst A,18.861593612389562,0.99,2025-08-27 00:00:00 UTC,25.0,HIGH,LOW
2077016411,795267550,800064424,Catalyst A,11.331580272629763,0.99,2025-08-27 00:00:00 UTC,25.0,HIGH,LOW
1951253702,795267550,1667274512,Catalyst A,10.431248140299854,0.99,2025-08-28 00:00:00 UTC,25.0,HIGH,LOW
2062661514,525111250,1805886894,Catalyst A,14.887322457294259,0.99,2025-08-29 00:00:00 UTC,25.0,HIGH,LOW
475068974,525111250,1470220369,Ethylene,135.577036264953,0.995,2025-08-30 00:00:00 UTC,25.0,MEDIUM,LOW
96577776,795267550,717162949,Ethylene,101.04552622382467,0.995,2025-08-31 00:00:00 UTC,25.0,MEDIUM,LOW
1781466442,525111250,454754389,Ethylene,114.68195751248115,0.995,2025-09-01 00:00:00 UTC,25.0,MEDIUM,LOW
1332029240,795267550,1618548548,Ethylene,142.08285088699787,0.995,2025-09-06 00:00:00 UTC,25.0,MEDIUM,LOW
1105668886,795267550,1610712409,Catalyst A,10.804381322001317,0.99,2025-09-06 00:00:00 UTC,25.0,HIGH,LOW
946127599,525111250,459993381,Ethylene,131.82401530279418,0.995,2025-09-07 00:00:00 UTC,25.0,MEDIUM,LOW
1197328234,525111250,1898324245,Catalyst A,10.865972550229491,0.99,2025-09-08 00:00:00 UTC,25.0,HIGH,LOW
2046332310,795267550,1796848708,Ethylene,153.46404112574564,0.995,2025-09-10 00:00:00 UTC,25.0,MEDIUM,LOW
327366250,525111250,696182704,Catalyst A,14.414608743149198,0.99,2025-09-12 00:00:00 UTC,25.0,HIGH,LOW
1482937450,525111250,1233310771,Solvent B,71.98513517872456,0.98,2025-09-12 00:00:00 UTC,25.0,LOW,LOW
560877911,525111250,561178895,Catalyst A,17.095782920730983,0.99,2025-09-14 00:00:00 UTC,25.0,HIGH,LOW
226955726,795267550,2042378344,Ethylene,157.58063657965982,0.995,2025-09-14 00:00:00 UTC,25.0,MEDIUM,LOW
1721458620,795267550,1386433947,Catalyst A,17.75291712671015,0.99,2025-09-14 00:00:00 UTC,25.0,HIGH,LOW
1517406956,525111250,1920149279,Solvent B,87.21819995448118,0.98,2025-09-16 00:00:00 UTC,25.0,LOW,LOW
1537843230,795267550,759312545,Ethylene,199.5896683442349,0.995,2025-09-16 00:00:00 UTC,25.0,MEDIUM,LOW
1881651020,525111250,230103121,Solvent B,59.19424296535606,0.98,2025-09-22 00:00:00 UTC,25.0,LOW,LOW
2000461172,487278038,1481889961,Solvent B,70.54251072059964,0.98,2025-09-24 00:00:00 UTC,25.0,LOW,LOW
692961656,525111250,621826653,Solvent B,89.84597790274202,0.98,2025-09-25 00:00:00 UTC,25.0,LOW,LOW
574137446,795267550,1204600253,Solvent B,80.49454187138855,0.98,2025-09-25 00:00:00 UTC,25.0,LOW,LOW
2008210626,525111250,77574456,Catalyst A,14.227040268193054,0.99,2025-09-26 00:00:00 UTC,25.0,HIGH,LOW
1515307840,525111250,1114930961,Solvent B,76.69757942175441,0.98,2025-09-27 00:00:00 UTC,25.0,LOW,LOW
1181358217,795267550,954873289,Ethylene,166.6310225648994,0.995,2025-09-27 00:00:00 UTC,25.0,MEDIUM,LOW
1371807468,487278038,1853289567,Solvent B,94.67174195934655,0.98,2025-09-29 00:00:00 UTC,25.0,LOW,LOW
1123780784,525111250,1190891343,Solvent B,99.57920627153057,0.98,2025-10-01 00:00:00 UTC,25.0,LOW,LOW
2102158879,487278038,1240226245,Catalyst A,16.691239259268727,0.99,2025-10-01 00:00:00 UTC,25.0,HIGH,LOW
1172221576,487278038,140884588,Solvent B,60.20166614452647,0.98,2025-10-04 00:00:00 UTC,25.0,LOW,LOW
359111404,487278038,1600914231,Solvent B,68.2931097971745,0.98,2025-10-06 00:00:00 UTC,25.0,LOW,LOW
836816568,525111250,1521520903,Catalyst A,13.674718527421948,0.99,2025-10-09 00:00:00 UTC,25.0,HIGH,LOW
479950060,795267550,1168478211,Ethylene,180.3725823587118,0.995,2025-10-10 00:00:00 UTC,25.0,MEDIUM,LOW
314505623,795267550,1721618380,Ethylene,163.37589867167657,0.995,2025-10-11 00:00:00 UTC,25.0,MEDIUM,LOW
510256697,795267550,154580172,Catalyst A,10.631849527400732,0.99,2025-10-11 00:00:00 UTC,25.0,HIGH,LOW
198146790,795267550,1552815312,Solvent B,55.90087930979616,0.98,2025-10-13 00:00:00 UTC,25.0,LOW,LOW
1250133228,487278038,207593006,Catalyst A,14.141235403026492,0.99,2025-10-14 00:00:00 UTC,25.0,HIGH,LOW
2048886391,795267550,535881256,Solvent B,83.30262517346235,0.98,2025-10-18 00:00:00 UTC,25.0,LOW,LOW
1742130697,487278038,1444861390,Catalyst A,15.167826997763676,0.99,2025-10-18 00:00:00 UTC,25.0,HIGH,LOW
1870499469,487278038,549813952,Solvent B,58.48958233311768,0.98,2025-10-18 00:00:00 UTC,25.0,LOW,LOW
1952707313,525111250,767804339,Solvent B,89.44454444535026,0.98,2025-10-19 00:00:00 UTC,25.0,LOW,LOW
483343442,795267550,923853564,Solvent B,69.6112452364754,0.98,2025-10-20 00:00:00 UTC,25.0,LOW,LOW
2075305209,525111250,1093905064,Ethylene,195.94981701347305,0.995,2025-10-22 00:00:00 UTC,25.0,MEDIUM,LOW
257340628,795267550,187795726,Solvent B,70.38916356669901,0.98,2025-10-22 00:00:00 UTC,25.0,LOW,LOW
1041579089,525111250,1813313530,Ethylene,124.50657402812321,0.995,2025-10-23 00:00:00 UTC,25.0,MEDIUM,LOW
146811733,795267550,167954473,Solvent B,64.11894691210773,0.98,2025-10-23 00:00:00 UTC,25.0,LOW,LOW
1198513060,487278038,328115880,Solvent B,81.85203651078977,0.98,2025-10-23 00:00:00 UTC,25.0,LOW,LOW
895784713,487278038,1894857612,Catalyst A,17.393077272348542,0.99,2025-10-24 00:00:00 UTC,25.0,HIGH,LOW
1825601089,525111250,1956147031,Ethylene,187.63888733924676,0.995,2025-10-25 00:00:00 UTC,25.0,MEDIUM,LOW
102096711,525111250,668309877,Catalyst A,15.582287224477419,0.99,2025-10-30 00:00:00 UTC,25.0,HIGH,LOW
432267600,487278038,5867273,Catalyst A,11.868647582561143,0.99,2025-11-01 00:00:00 UTC,25.0,HIGH,LOW
238162996,525111250,446455052,Catalyst A,15.20467718910525,0.99,2025-11-02 00:00:00 UTC,25.0,HIGH,LOW
1220086210,795267550,881403674,Ethylene,146.95301357552265,0.995,2025-11-02 00:00:00 UTC,25.0,MEDIUM,LOW
640681266,487278038,2040237272,Ethylene,137.011716841787,0.995,2025-11-02 00:00:00 UTC,25.0,MEDIUM,LOW
1439670561,795267550,319165829,Catalyst A,14.079723250428442,0.99,2025-11-08 00:00:00 UTC,25.0,HIGH,LOW
1663071369,487278038,575363741,Solvent B,59.14558228599118,0.98,2025-11-08 00:00:00 UTC,25.0,LOW,LOW
1133508538,525111250,781950652,Solvent B,65.33220997916322,0.98,2025-11-10 00:00:00 UTC,25.0,LOW,LOW
324177815,525111250,456875384,Catalyst A,14.03901298361058,0.99,2025-11-11 00:00:00 UTC,25.0,HIGH,LOW
954495978,487278038,1241798623,Ethylene,170.41850837117025,0.995,2025-11-12 00:00:00 UTC,25.0,MEDIUM,LOW
1320965084,487278038,1764893219,Ethylene,156.38006891190213,0.995,2025-11-13 00:00:00 UTC,25.0,MEDIUM,LOW
1924436300,795267550,1598662967,Ethylene,146.9459041335841,0.995,2025-11-14 00:00:00 UTC,25.0,MEDIUM,LOW
1210014928,795267550,752092874,Catalyst A,14.633162803299369,0.99,2025-11-15 00:00:00 UTC,25.0,HIGH,LOW
131298353,525111250,1126043252,Ethylene,163.293951541594,0.995,2025-11-16 00:00:00 UTC,25.0,MEDIUM,LOW
613770853,795267550,740194531,Catalyst A,17.98893607089112,0.99,2025-11-18 00:00:00 UTC,25.0,HIGH,LOW
353095679,487278038,398109113,Solvent B,98.05805031144295,0.98,2025-11-19 00:00:00 UTC,25.0,LOW,LOW
1427696983,525111250,522372574,Ethylene,183.90773425874295,0.995,2025-11-20 00:00:00 UTC,25.0,MEDIUM,LOW
1436820650,795267550,1011668887,Ethylene,136.57267807232967,0.995,2025-11-21 00:00:00 UTC,25.0,MEDIUM,LOW
54434666,795267550,2137819,Solvent B,60.89863225616992,0.98,2025-11-23 00:00:00 UTC,25.0,LOW,LOW
395341459,487278038,915006034,Catalyst A,19.603214913354996,0.99,2025-11-23 00:00:00 UTC,25.0,HIGH,LOW
1905582884,487278038,1170993069,Catalyst A,18.557355112432326,0.99,2025-11-24 00:00:00 UTC,25.0,HIGH,LOW
978028181,487278038,1850774499,Solvent B,52.637644931021526,0.98,2025-11-25 00:00:00 UTC,25.0,LOW,LOW
199934089,795267550,1416375980,Catalyst A,12.196361788548327,0.99,2025-11-26 00:00:00 UTC,25.0,HIGH,LOW
357518318,795267550,1517437665,Ethylene,173.64275703704578,0.995,2025-11-28 00:00:00 UTC,25.0,MEDIUM,LOW
897926481,487278038,1735104947,Catalyst A,14.49399083394463,0.99,2025-11-28 00:00:00 UTC,25.0,HIGH,LOW
1798849680,525111250,1995381881,Ethylene,147.347140681326,0.995,2025-11-29 00:00:00 UTC,25.0,MEDIUM,LOW
2047827817,795267550,874172980,Solvent B,98.19601917818378,0.98,2025-11-29 00:00:00 UTC,25.0,LOW,LOW
200233708,487278038,422055503,Catalyst A,16.000688570602975,0.99,2025-12-03 00:00:00 UTC,25.0,HIGH,LOW
2078905511,525111250,512550940,Catalyst A,19.88001432111483,0.99,2025-12-04 00:00:00 UTC,25.0,HIGH,LOW
2094639859,487278038,1701461059,Ethylene,114.74920997513237,0.995,2025-12-07 00:00:00 UTC,25.0,MEDIUM,LOW
1190060103,487278038,1433260049,Solvent B,92.76392248647358,0.98,2025-12-07 00:00:00 UTC,25.0,LOW,LOW
1064670139,487278038,875795871,Catalyst A,14.543211397855478,0.99,2025-12-09 00:00:00 UTC,25.0,HIGH,LOW
213090795,525111250,499763682,Ethylene,150.36898297175583,0.995,2025-12-11 00:00:00 UTC,25.0,MEDIUM,LOW
1332803193,525111250,1871784164,Ethylene,124.84993460832534,0.995,2025-12-14 00:00:00 UTC,25.0,MEDIUM,LOW
422563174,525111250,1184096502,Catalyst A,14.145963039139762,0.99,2025-12-14 00:00:00 UTC,25.0,HIGH,LOW
1266977877,795267550,1020042278,Ethylene,164.76924204294136,0.995,2025-12-14 00:00:00 UTC,25.0,MEDIUM,LOW
975664811,525111250,1116535133,Catalyst A,15.942754750813517,0.99,2025-12-15 00:00:00 UTC,25.0,HIGH,LOW
122445326,487278038,26275802,Catalyst A,16.89295002326934,0.99,2025-12-15 00:00:00 UTC,25.0,HIGH,LOW
1003884116,525111250,502010150,Ethylene,193.95292921006057,0.995,2025-12-16 00:00:00 UTC,25.0,MEDIUM,LOW
468558677,525111250,158985033,Catalyst A,11.743891435979492,0.99,2025-12-17 00:00:00 UTC,25.0,HIGH,LOW
1473740900,795267550,76165629,Solvent B,87.35171853635515,0.98,2025-12-17 00:00:00 UTC,25.0,LOW,LOW
1493318834,795267550,667444538,Solvent B,81.7493437442831,0.98,2025-12-20 00:00:00 UTC,25.0,LOW,LOW
435061922,525111250,1830976533,Ethylene,136.824839876491,0.995,2025-12-21 00:00:00 UTC,25.0,MEDIUM,LOW
1000477627,795267550,1031272368,Ethylene,162.23957573366113,0.995,2025-12-21 00:00:00 UTC,25.0,MEDIUM,LOW
1096574042,795267550,1850012003,Catalyst A,11.728303854432255,0.99,2025-12-21 00:00:00 UTC,25.0,HIGH,LOW
1204400455,795267550,888585977,Ethylene,168.32525631270343,0.995,2025-12-22 00:00:00 UTC,25.0,MEDIUM,LOW
1182135264,487278038,462876885,Ethylene,166.6317962897598,0.995,2025-12-22 00:00:00 UTC,25.0,MEDIUM,LOW
1356612261,795267550,2055543131,Catalyst A,15.485446818602899,0.99,2025-12-23 00:00:00 UTC,25.0,HIGH,LOW
682147182,795267550,484164518,Solvent B,67.01257895993203,0.98,2025-12-23 00:00:00 UTC,25.0,LOW,LOW
1576798746,525111250,499432406,Ethylene,166.6434910636348,0.995,2025-12-25 00:00:00 UTC,25.0,MEDIUM,LOW
286815078,795267550,1994526405,Solvent B,85.62920737964251,0.98,2025-12-25 00:00:00 UTC,25.0,LOW,LOW
1236237871,795267550,744729919,Solvent B,62.229220852342294,0.98,2025-12-26 00:00:00 UTC,25.0,LOW,LOW
1522034555,487278038,1198217158,Ethylene,187.7897359349114,0.995,2025-12-27 00:00:00 UTC,25.0,MEDIUM,LOW
1695387085,487278038,1364473720,Catalyst A,10.757054787641357,0.99,2025-12-27 00:00:00 UTC,25.0,HIGH,LOW
1399084374,487278038,379117981,Solvent B,57.673874544852346,0.98,2025-12-27 00:00:00 UTC,25.0,LOW,LOW
1566286661,525111250,1365299149,Catalyst A,18.46456161800104,0.99,2025-12-29 00:00:00 UTC,25.0,HIGH,LOW
362915964,487278038,1362680196,Catalyst A,17.032385625029185,0.99,2025-12-30 00:00:00 UTC,25.0,HIGH,LOW
1154311989,487278038,1329523475,Solvent B,57.31885676533106,0.98,2026-01-02 00:00:00 UTC,25.0,LOW,LOW
822705868,487278038,1216557577,Catalyst A,19.675650948455015,0.99,2026-01-03 00:00:00 UTC,25.0,HIGH,LOW
410347045,525111250,1625985730,Catalyst A,19.262966363418485,0.99,2026-01-05 00:00:00 UTC,25.0,HIGH,LOW
26028247,795267550,1232379616,Ethylene,137.3361073814973,0.995,2026-01-07 00:00:00 UTC,25.0,MEDIUM,LOW
683115785,795267550,384806395,Ethylene,114.10833449297502,0.995,2026-01-08 00:00:00 UTC,25.0,MEDIUM,LOW
732015607,487278038,642712683,Ethylene,192.98230276426767,0.995,2026-01-09 00:00:00 UTC,25.0,MEDIUM,LOW
63678389,525111250,1698742608,Solvent B,56.4895676231214,0.98,2026-01-10 00:00:00 UTC,25.0,LOW,LOW
115203098,795267550,1744141208,Catalyst A,16.458275168128974,0.99,2026-01-10 00:00:00 UTC,25.0,HIGH,LOW
377677391,487278038,1811777051,Solvent B,53.697360916848346,0.98,2026-01-10 00:00:00 UTC,25.0,LOW,LOW
