 ID, Account ID, Title, Type, Status, Version, Size, Format, Uploaded By, Uploaded At, Last Modified At, Expires At, Description
2012309664,563759707,Data Processing Agreement,Contract,Final,1.9,7457087,XLSX,1816148921,2024-11-25 17:57:32.276996 UTC,2025-01-18 16:29:20.276996 UTC,2025-12-24 22:26:16.276996 UTC,Final version of Data Processing Agreement
263006858,563759707,User Guide,Support,Final,1.8,443561,PDF,1837155942,2024-11-25 06:44:20.277164 UTC,2025-01-19 06:09:17.277164 UTC,,Final version of User Guide
2127958820,563759707,Enterprise Solution Proposal,Proposal,In Review,0.8,8172643,PDF,81801061,2024-11-04 15:51:56.277318 UTC,2025-01-18 07:33:23.277318 UTC,,Under review - Enterprise Solution Proposal
1803153456,563759707,Master Service Agreement,Contract,Final,1.4,4282196,PDF,1816148921,2024-12-30 19:19:03.27778 UTC,2025-01-19 03:57:17.27778 UTC,2025-10-29 10:07:13.27778 UTC,Final version of Master Service Agreement
1898498287,563759707,Implementation Project Scope,Proposal,Final,1.7,9743131,DOCX,1997519883,2025-01-13 07:11:25.277951 UTC,2025-01-21 10:00:58.277951 UTC,,Final version of Implementation Project Scope
1640960126,563759707,Custom Development Proposal,Proposal,In Review,0.5,601751,DOCX,1224300936,2024-11-06 07:02:58.27811 UTC,2025-01-18 11:37:52.27811 UTC,,Under review - Custom Development Proposal
1048132451,270791858,API Documentation,Support,Final,1.2,1119527,PDF,289350603,2024-10-28 03:40:20.332372 UTC,2025-01-18 05:36:19.332372 UTC,,Final version of API Documentation
974742061,270791858,Master Service Agreement,Contract,Draft,0.3,2155581,PDF,81801061,2024-11-10 02:35:54.332575 UTC,2025-01-15 00:57:47.332575 UTC,2025-10-01 04:10:59.332575 UTC,Draft version of Master Service Agreement
1054714920,270791858,Software License Agreement,Contract,Archived,0.8,1416637,PDF,289350603,2025-01-10 16:15:36.332735 UTC,2025-01-18 11:59:27.332735 UTC,2026-01-18 01:44:11.332735 UTC,Archived copy of Software License Agreement
1364214325,270791858,Privacy Policy,Legal,Final,1.9,7017090,PDF,1826904509,2024-11-23 09:05:43.332894 UTC,2025-01-20 07:37:35.332894 UTC,2026-12-20 20:36:48.332894 UTC,Final version of Privacy Policy
342185446,270791858,Enterprise Solution Proposal,Proposal,Archived,0.7,8855653,PDF,2138075717,2024-12-01 07:22:24.333051 UTC,2025-01-16 19:17:46.333051 UTC,,Archived copy of Enterprise Solution Proposal
718830698,270791858,Enterprise Solution Proposal,Proposal,Archived,0.8,5198095,XLSX,122346013,2024-12-21 15:07:39.333207 UTC,2025-01-17 15:21:52.333207 UTC,,Archived copy of Enterprise Solution Proposal
1224115342,270791858,Privacy Policy,Legal,In Review,0.6,1336804,PDF,1826904509,2025-01-21 12:23:10.333362 UTC,2025-01-20 11:15:09.333362 UTC,2026-12-19 08:13:42.333362 UTC,Under review - Privacy Policy
1324791525,270791858,Custom Development Proposal,Proposal,Draft,0.6,4126512,PDF,1157138452,2024-12-01 18:36:32.333534 UTC,2025-01-23 05:14:55.333534 UTC,,Draft version of Custom Development Proposal
146050141,270791858,Privacy Policy,Legal,Final,1.5,518105,DOCX,1837155942,2024-11-14 01:57:05.333703 UTC,2025-01-23 09:16:52.333703 UTC,2026-10-29 11:55:01.333703 UTC,Final version of Privacy Policy
2084083863,1637559424,Technical Documentation,Support,Draft,0.6,4418022,DOCX,519770588,2024-12-04 08:57:17.384749 UTC,2025-01-24 22:08:15.384749 UTC,,Draft version of Technical Documentation
778288459,1637559424,Training Services Invoice,Invoice,Draft,0.1,9278072,PDF,1157138452,2024-11-20 01:48:40.384946 UTC,2025-01-05 14:45:30.384946 UTC,,Draft version of Training Services Invoice
1824949464,1637559424,Custom Development Proposal,Proposal,Draft,0.9,6879629,PDF,1157138452,2024-12-26 08:06:12.385111 UTC,2025-01-17 05:05:59.385111 UTC,,Draft version of Custom Development Proposal
1166931248,1637559424,Custom Development Proposal,Proposal,Final,1.3,2644578,PDF,1029413620,2024-10-28 06:22:09.385287 UTC,2025-01-22 12:17:10.385287 UTC,,Final version of Custom Development Proposal
1329755965,1637559424,Privacy Policy,Legal,Final,1.5,1295216,DOCX,1180861141,2024-11-01 03:43:34.385466 UTC,2025-01-21 01:57:33.385466 UTC,2026-05-21 03:17:38.385466 UTC,Final version of Privacy Policy
1019337858,1637559424,Technical Documentation,Support,Final,1.1,4013617,PDF,1608037409,2024-12-18 08:49:25.385642 UTC,2025-01-19 16:02:44.385642 UTC,,Final version of Technical Documentation
460095039,1637559424,Terms of Service,Legal,In Review,0.6,4319323,DOCX,1997519883,2024-12-20 14:36:26.385817 UTC,2025-01-15 03:40:49.385817 UTC,2026-09-29 05:10:53.385817 UTC,Under review - Terms of Service
328697375,1637559424,Monthly Subscription Invoice,Invoice,Archived,0.8,9518207,DOCX,1837155942,2024-10-30 18:34:48.385972 UTC,2025-01-22 12:20:47.385972 UTC,,Archived copy of Monthly Subscription Invoice
741773668,1637559424,User Guide,Support,Final,1.5,3176583,XLSX,1826904509,2025-01-23 14:05:19.386137 UTC,2025-01-22 17:43:20.386137 UTC,,Final version of User Guide
809273034,1637559424,Master Service Agreement,Contract,Final,1.9,8272600,DOCX,1398229709,2024-12-22 09:03:40.386293 UTC,2025-01-18 18:07:25.386293 UTC,2025-09-22 01:57:28.386293 UTC,Final version of Master Service Agreement
86557904,1677846115,Security Policy,Legal,Final,1.3,5417043,XLSX,519770588,2024-11-27 10:46:50.43758 UTC,2025-01-22 04:49:40.43758 UTC,2026-04-20 09:40:25.43758 UTC,Final version of Security Policy
1094011322,1677846115,User Guide,Support,Draft,0.5,8247813,XLSX,1439420165,2025-01-04 10:42:17.437749 UTC,2024-12-29 13:06:19.437749 UTC,,Draft version of User Guide
1328643403,1677846115,Data Processing Agreement,Contract,Draft,0.4,3897332,PDF,1816148921,2024-11-25 09:53:06.437896 UTC,2025-01-13 21:54:09.437896 UTC,2026-01-19 04:52:38.437896 UTC,Draft version of Data Processing Agreement
414282844,1677846115,Implementation Guide,Support,Final,1.3,7921334,DOCX,951775129,2024-12-04 06:29:44.438093 UTC,2025-01-22 02:13:24.438093 UTC,,Final version of Implementation Guide
1657915824,1677846115,Software License Agreement,Contract,In Review,0.6,9265262,PDF,1837155942,2024-12-05 17:20:46.438243 UTC,2025-01-14 21:43:02.438243 UTC,2025-12-25 10:51:32.438243 UTC,Under review - Software License Agreement
299199261,1677846115,Technical Documentation,Support,Draft,0.5,3108547,PDF,1826904509,2025-01-18 00:23:53.438401 UTC,2025-01-19 09:26:31.438401 UTC,,Draft version of Technical Documentation
1019787892,1677846115,Custom Development Proposal,Proposal,Draft,0.2,1125942,PDF,1439420165,2024-11-17 00:30:21.438557 UTC,2025-01-05 20:36:03.438557 UTC,,Draft version of Custom Development Proposal
678138120,1677846115,Monthly Subscription Invoice,Invoice,Final,1.9,3639326,PDF,1157138452,2025-01-17 05:12:18.438734 UTC,2025-01-21 20:45:49.438734 UTC,,Final version of Monthly Subscription Invoice
381071027,1677846115,Enterprise Solution Proposal,Proposal,Draft,0.8,4309756,DOCX,1050508733,2025-01-04 15:48:14.438952 UTC,2025-01-15 07:12:35.438952 UTC,,Draft version of Enterprise Solution Proposal
92546768,1677846115,Training Services Invoice,Invoice,Draft,0.3,3484363,PDF,1029413620,2025-01-06 20:46:38.439129 UTC,2024-12-30 00:36:48.439129 UTC,,Draft version of Training Services Invoice
172148537,1852557348,Implementation Guide,Support,In Review,0.7,9504155,PDF,1224300936,2024-11-26 19:57:28.513306 UTC,2025-01-13 02:45:08.513306 UTC,,Under review - Implementation Guide
288577310,1852557348,Terms of Service,Legal,Draft,0.6,5146709,PDF,1837155942,2024-11-23 17:06:28.513494 UTC,2025-01-04 00:36:52.513494 UTC,2026-04-15 10:27:21.513494 UTC,Draft version of Terms of Service
1482858253,1852557348,Service Level Agreement,Contract,Final,1.1,8273109,DOCX,1997519883,2025-01-16 15:40:10.513647 UTC,2025-01-24 20:55:30.513647 UTC,2025-11-02 10:33:11.513647 UTC,Final version of Service Level Agreement
477363856,1852557348,User Guide,Support,Final,1.3,4648295,DOCX,895334175,2025-01-20 20:33:17.513804 UTC,2025-01-22 12:31:12.513804 UTC,,Final version of User Guide
341208921,1852557348,Custom Development Proposal,Proposal,Archived,0.8,1754130,PDF,519770588,2024-12-29 21:27:07.51395 UTC,2025-01-16 19:42:31.51395 UTC,,Archived copy of Custom Development Proposal
150463467,1852557348,Master Service Agreement,Contract,Final,1.3,7227776,PDF,1050508733,2024-12-07 15:51:03.5141 UTC,2025-01-20 06:23:22.5141 UTC,2025-12-28 20:02:05.5141 UTC,Final version of Master Service Agreement
1147401643,1852557348,Data Processing Agreement,Contract,Draft,0.1,6811383,PDF,1050508733,2024-11-21 03:42:32.514256 UTC,2024-12-31 06:07:56.514256 UTC,2025-10-10 02:28:44.514256 UTC,Draft version of Data Processing Agreement
1567160419,1852557348,Monthly Subscription Invoice,Invoice,Draft,0.7,3669676,PDF,1050508733,2024-11-13 06:26:13.514415 UTC,2025-01-07 12:52:57.514415 UTC,,Draft version of Monthly Subscription Invoice
1026637230,1511310562,Enterprise Solution Proposal,Proposal,Final,1.6,4747446,XLSX,374742912,2025-01-04 08:02:07.563011 UTC,2025-01-23 09:55:22.563011 UTC,,Final version of Enterprise Solution Proposal
677129890,1511310562,Training Services Invoice,Invoice,Final,1.6,6716014,DOCX,1157138452,2024-11-16 18:58:55.5632 UTC,2025-01-21 04:53:11.5632 UTC,,Final version of Training Services Invoice
343803861,1511310562,Service Level Agreement,Contract,Draft,0.3,8221383,PDF,643793315,2025-01-12 16:53:33.563363 UTC,2025-01-13 03:16:52.563363 UTC,2025-08-02 02:01:48.563363 UTC,Draft version of Service Level Agreement
1350337838,1511310562,Training Services Invoice,Invoice,Final,1.5,7339251,PDF,1997519883,2024-12-20 13:55:48.563522 UTC,2025-01-20 20:22:26.563522 UTC,,Final version of Training Services Invoice
1063375426,1511310562,Technical Documentation,Support,Final,1.6,439214,PDF,951775129,2025-01-22 11:22:37.563683 UTC,2025-01-21 21:30:28.563683 UTC,,Final version of Technical Documentation
1983678628,1511310562,Technical Documentation,Support,Final,1.5,6590427,XLSX,1050508733,2024-11-01 02:06:05.56387 UTC,2025-01-19 16:56:46.56387 UTC,,Final version of Technical Documentation
385040843,1511310562,Terms of Service,Legal,Final,1.1,7361585,DOCX,943289491,2025-01-15 13:48:12.564025 UTC,2025-01-18 02:00:19.564025 UTC,2026-05-19 02:33:15.564025 UTC,Final version of Terms of Service
1784325576,1511310562,API Documentation,Support,Final,1.3,1428668,PDF,126591564,2024-12-20 05:17:53.564179 UTC,2025-01-23 20:16:21.564179 UTC,,Final version of API Documentation
2091105117,1583025854,Implementation Guide,Support,Final,1.5,441458,DOCX,289350603,2024-11-12 21:30:13.607968 UTC,2025-01-22 11:40:35.607968 UTC,,Final version of Implementation Guide
1208736360,1583025854,Custom Development Proposal,Proposal,Final,1.7,960828,PDF,895334175,2024-11-13 14:33:08.608145 UTC,2025-01-21 07:46:35.608145 UTC,,Final version of Custom Development Proposal
1142411671,1583025854,Service Level Agreement,Contract,Final,1.2,5360395,DOCX,895334175,2024-11-22 01:47:19.608318 UTC,2025-01-20 20:13:59.608318 UTC,2025-07-30 06:30:46.608318 UTC,Final version of Service Level Agreement
1960650873,1583025854,Data Processing Agreement,Contract,Draft,0.2,381241,PDF,374742912,2025-01-05 02:13:28.608494 UTC,2025-01-23 04:27:45.608494 UTC,2025-12-09 10:32:25.608494 UTC,Draft version of Data Processing Agreement
1741341301,1583025854,Data Processing Agreement,Contract,Final,1.7,3467967,PDF,2138075717,2024-12-01 01:02:31.608664 UTC,2025-01-20 08:49:22.608664 UTC,2025-10-12 07:48:26.608664 UTC,Final version of Data Processing Agreement
1925509913,1583025854,Service Level Agreement,Contract,Final,1.1,3558977,XLSX,81801061,2024-12-06 04:21:40.608835 UTC,2025-01-19 00:58:10.608835 UTC,2026-01-19 01:09:00.608835 UTC,Final version of Service Level Agreement
462246084,1583025854,Service Level Agreement,Contract,Archived,0.3,1276324,XLSX,1180861141,2024-10-29 23:11:11.609011 UTC,2025-01-17 01:29:02.609011 UTC,2025-11-19 06:13:18.609011 UTC,Archived copy of Service Level Agreement
2068193042,1583025854,Monthly Subscription Invoice,Invoice,In Review,0.3,8483019,PDF,122346013,2024-11-23 10:21:42.609183 UTC,2025-01-21 03:48:38.609183 UTC,,Under review - Monthly Subscription Invoice
970871415,1583025854,Technical Documentation,Support,Final,1.7,10347764,PDF,1816148921,2025-01-19 10:16:55.609338 UTC,2025-01-22 21:55:18.609338 UTC,,Final version of Technical Documentation
433825414,1253479881,Monthly Subscription Invoice,Invoice,Final,1.6,4586964,PDF,1507141089,2025-01-16 18:18:28.65303 UTC,2025-01-22 00:48:52.65303 UTC,,Final version of Monthly Subscription Invoice
963039649,1253479881,Monthly Subscription Invoice,Invoice,Final,1.3,4656205,PDF,742365891,2024-12-21 14:04:31.653202 UTC,2025-01-24 03:55:23.653202 UTC,,Final version of Monthly Subscription Invoice
65343040,1253479881,Monthly Subscription Invoice,Invoice,Final,1.8,5262363,PDF,1050508733,2024-12-30 11:53:00.653358 UTC,2025-01-19 09:01:15.653358 UTC,,Final version of Monthly Subscription Invoice
572609157,1253479881,Training Services Invoice,Invoice,Draft,0.5,5719190,PDF,643793315,2025-01-11 02:18:01.653522 UTC,2025-01-18 02:01:21.653522 UTC,,Draft version of Training Services Invoice
1041298126,1253479881,User Guide,Support,Draft,0.2,2518101,DOCX,951775129,2025-01-23 16:31:26.653681 UTC,2025-01-20 01:50:31.653681 UTC,,Draft version of User Guide
235781005,1253479881,Privacy Policy,Legal,Archived,0.1,2642422,PDF,122346013,2024-10-27 19:06:15.653837 UTC,2025-01-17 04:29:37.653837 UTC,2026-12-23 00:49:42.653837 UTC,Archived copy of Privacy Policy
1508228105,793965164,Master Service Agreement,Contract,Draft,0.9,10036952,PDF,895334175,2025-01-19 20:35:26.700798 UTC,2025-01-19 07:30:45.700798 UTC,2025-10-15 19:30:07.700798 UTC,Draft version of Master Service Agreement
1858758874,793965164,Security Policy,Legal,Final,1.9,3558421,PDF,1816148921,2024-10-27 04:29:43.701005 UTC,2025-01-20 18:15:44.701005 UTC,2026-06-13 06:02:59.701005 UTC,Final version of Security Policy
1302399561,793965164,Privacy Policy,Legal,Draft,0.1,2660926,DOCX,1439420165,2024-12-17 01:37:03.701219 UTC,2024-12-30 22:55:16.701219 UTC,2026-03-12 09:17:05.701219 UTC,Draft version of Privacy Policy
1369581022,793965164,Enterprise Solution Proposal,Proposal,Draft,0.8,7092430,PDF,1157138452,2025-01-02 01:20:59.701408 UTC,2025-01-21 20:43:15.701408 UTC,,Draft version of Enterprise Solution Proposal
1814842310,793965164,Data Processing Agreement,Contract,Final,1.2,8829615,PDF,1837155942,2025-01-07 02:59:57.70159 UTC,2025-01-24 08:36:51.70159 UTC,2025-08-12 04:44:05.70159 UTC,Final version of Data Processing Agreement
1556162475,793965164,Training Services Invoice,Invoice,Archived,0.4,6053545,PDF,517880878,2025-01-14 13:46:56.701762 UTC,2025-01-18 11:09:30.701762 UTC,,Archived copy of Training Services Invoice
1996930766,793965164,API Documentation,Support,Draft,0.6,9837559,PDF,895334175,2025-01-17 09:21:46.701933 UTC,2025-01-15 02:28:05.701933 UTC,,Draft version of API Documentation
527274163,793965164,Master Service Agreement,Contract,Final,1.9,194269,DOCX,643793315,2024-12-06 03:06:44.702106 UTC,2025-01-21 06:21:57.702106 UTC,2025-08-12 05:15:43.702106 UTC,Final version of Master Service Agreement
1211411439,793965164,Implementation Project Scope,Proposal,Final,1.8,287969,PDF,374742912,2024-12-16 17:21:45.702289 UTC,2025-01-19 04:32:17.702289 UTC,,Final version of Implementation Project Scope
674437842,793965164,Training Services Invoice,Invoice,Draft,0.3,771293,DOCX,81801061,2025-01-16 02:49:14.702471 UTC,2025-01-20 03:23:58.702471 UTC,,Draft version of Training Services Invoice
1352723358,2101679943,Security Policy,Legal,Draft,0.8,1484547,PDF,517880878,2024-12-03 16:53:57.749022 UTC,2025-01-01 15:01:53.749022 UTC,2026-08-12 15:06:38.749022 UTC,Draft version of Security Policy
930019009,2101679943,Custom Development Proposal,Proposal,In Review,0.4,9176395,PDF,1439420165,2024-12-02 07:21:43.749195 UTC,2025-01-23 05:49:26.749195 UTC,,Under review - Custom Development Proposal
1536039803,2101679943,Service Level Agreement,Contract,Final,1.9,120277,DOCX,1439420165,2025-01-12 05:53:14.749353 UTC,2025-01-18 19:26:09.749353 UTC,2025-11-20 00:20:33.749353 UTC,Final version of Service Level Agreement
1648989645,2101679943,Master Service Agreement,Contract,Draft,0.7,4732921,PDF,517880878,2024-12-12 03:43:59.749511 UTC,2025-01-06 14:36:35.749511 UTC,2025-08-01 08:26:34.749511 UTC,Draft version of Master Service Agreement
1229694901,2101679943,Service Level Agreement,Contract,Final,1.8,5931650,PDF,2138075717,2024-11-14 04:34:55.749669 UTC,2025-01-18 04:16:27.749669 UTC,2025-08-15 02:50:43.749669 UTC,Final version of Service Level Agreement
1129947475,2101679943,Monthly Subscription Invoice,Invoice,Draft,0.1,534129,DOCX,943289491,2024-12-06 02:15:06.749858 UTC,2025-01-20 10:13:09.749858 UTC,,Draft version of Monthly Subscription Invoice
1843411151,2101679943,Privacy Policy,Legal,Archived,0.9,4328011,XLSX,2138075717,2024-12-13 15:19:03.75004 UTC,2025-01-20 18:10:53.75004 UTC,2026-09-01 22:56:22.75004 UTC,Archived copy of Privacy Policy
1850171430,2101679943,Master Service Agreement,Contract,Final,1.4,4621559,PDF,1608037409,2025-01-18 15:45:44.750201 UTC,2025-01-18 04:58:01.750201 UTC,2025-12-07 12:15:13.750201 UTC,Final version of Master Service Agreement
958975288,2101679943,Data Processing Agreement,Contract,Draft,0.3,1104190,XLSX,1224300936,2024-11-23 06:11:14.750362 UTC,2025-01-21 18:56:18.750362 UTC,2025-10-23 01:19:55.750362 UTC,Draft version of Data Processing Agreement
1305776388,2101679943,Master Service Agreement,Contract,Final,1.9,5592797,PDF,126591564,2025-01-06 17:41:57.750527 UTC,2025-01-19 20:51:20.750527 UTC,2025-12-05 12:48:45.750527 UTC,Final version of Master Service Agreement
1827834329,1874379640,Software License Agreement,Contract,Draft,0.9,4688655,PDF,81801061,2025-01-09 02:49:44.792752 UTC,2024-12-26 18:05:47.792752 UTC,2025-10-07 23:41:39.792752 UTC,Draft version of Software License Agreement
1230246762,1874379640,Service Level Agreement,Contract,Final,1.4,775789,PDF,374742912,2024-12-18 23:51:47.792941 UTC,2025-01-20 17:59:47.792941 UTC,2026-01-19 09:39:42.792941 UTC,Final version of Service Level Agreement
1389120364,1874379640,Custom Development Proposal,Proposal,Final,1.2,10392135,XLSX,1157138452,2024-11-02 14:16:58.793138 UTC,2025-01-24 20:47:42.793138 UTC,,Final version of Custom Development Proposal
437603320,1874379640,Master Service Agreement,Contract,Final,1.9,6012764,DOCX,289350603,2024-12-22 06:45:10.793301 UTC,2025-01-20 07:35:13.793301 UTC,2025-08-06 12:53:58.793301 UTC,Final version of Master Service Agreement
1061146559,1874379640,Master Service Agreement,Contract,Final,1.8,6697812,DOCX,289350603,2024-11-28 21:52:12.793459 UTC,2025-01-22 09:59:57.793459 UTC,2025-10-21 06:45:52.793459 UTC,Final version of Master Service Agreement
490498697,444360807,Technical Documentation,Support,Final,1.2,4702726,PDF,2138075717,2024-12-17 14:20:07.857663 UTC,2025-01-23 02:16:20.857663 UTC,,Final version of Technical Documentation
352837757,444360807,Service Level Agreement,Contract,Final,1.9,9600284,PDF,519770588,2024-12-07 06:09:14.857845 UTC,2025-01-24 07:37:27.857845 UTC,2025-10-17 07:57:49.857845 UTC,Final version of Service Level Agreement
1408871336,444360807,Data Processing Agreement,Contract,In Review,0.2,3190441,DOCX,374742912,2024-11-28 15:49:12.858001 UTC,2025-01-17 16:05:32.858001 UTC,2025-09-21 07:29:36.858001 UTC,Under review - Data Processing Agreement
627894238,444360807,User Guide,Support,Final,1.7,4202880,DOCX,126591564,2024-11-18 20:43:35.858189 UTC,2025-01-24 20:50:09.858189 UTC,,Final version of User Guide
513035342,444360807,Security Policy,Legal,Draft,0.9,3813406,DOCX,519770588,2024-12-14 23:50:28.858363 UTC,2025-01-15 20:54:38.858363 UTC,2026-08-09 20:03:01.858363 UTC,Draft version of Security Policy
1078706575,1570368304,Implementation Project Scope,Proposal,Final,1.6,9879119,PDF,1157138452,2024-11-17 19:38:20.919172 UTC,2025-01-23 02:24:07.919172 UTC,,Final version of Implementation Project Scope
559006524,1570368304,Data Processing Agreement,Contract,In Review,0.2,9016057,PDF,1398229709,2025-01-22 02:47:48.919383 UTC,2025-01-22 07:55:30.919383 UTC,2025-07-30 05:55:53.919383 UTC,Under review - Data Processing Agreement
1967787741,1570368304,Implementation Guide,Support,Final,1.4,677057,PDF,1507141089,2025-01-24 18:12:33.919571 UTC,2025-01-18 12:26:23.919571 UTC,,Final version of Implementation Guide
2036543212,1570368304,Master Service Agreement,Contract,Final,1.7,3011184,PDF,643793315,2024-12-31 07:37:26.919744 UTC,2025-01-24 21:07:26.919744 UTC,2025-11-05 23:37:49.919744 UTC,Final version of Master Service Agreement
1964464220,1570368304,Data Processing Agreement,Contract,Final,1.6,2989378,PDF,1180861141,2024-12-02 18:28:43.919963 UTC,2025-01-23 02:55:51.919963 UTC,2025-12-02 01:36:46.919963 UTC,Final version of Data Processing Agreement
925633757,1570368304,Custom Development Proposal,Proposal,Final,1.9,5340250,DOCX,519770588,2024-11-01 02:53:16.920299 UTC,2025-01-18 03:19:18.920299 UTC,,Final version of Custom Development Proposal
572433276,1570368304,Data Processing Agreement,Contract,Final,1.4,733598,PDF,643793315,2024-12-09 19:12:36.920487 UTC,2025-01-20 11:03:06.920487 UTC,2025-11-10 21:12:47.920487 UTC,Final version of Data Processing Agreement
986957574,2108208643,User Guide,Support,Final,1.3,5011156,PDF,1029413620,2025-01-24 08:54:37.980197 UTC,2025-01-20 18:46:27.980197 UTC,,Final version of User Guide
1022318646,2108208643,Terms of Service,Legal,In Review,0.6,9804140,PDF,1439420165,2025-01-02 07:27:07.980431 UTC,2025-01-13 00:46:21.980431 UTC,2026-08-11 19:11:07.980431 UTC,Under review - Terms of Service
358144776,2108208643,User Guide,Support,Final,1.7,4499757,PDF,517880878,2024-12-01 21:27:40.980692 UTC,2025-01-20 15:44:21.980692 UTC,,Final version of User Guide
2053021265,2108208643,Professional Services Invoice,Invoice,Final,1.5,265340,DOCX,840859815,2024-12-09 03:35:35.980919 UTC,2025-01-24 20:04:35.980919 UTC,,Final version of Professional Services Invoice
249994765,2108208643,Security Policy,Legal,Draft,0.1,3550980,PDF,1837155942,2025-01-16 11:30:03.981123 UTC,2025-01-04 21:18:09.981123 UTC,2026-07-02 14:20:44.981123 UTC,Draft version of Security Policy
93056557,2108208643,Data Processing Agreement,Contract,Archived,0.5,1299165,DOCX,951775129,2025-01-21 03:55:52.981335 UTC,2025-01-24 18:07:58.981335 UTC,2025-09-16 07:54:57.981335 UTC,Archived copy of Data Processing Agreement
1141631132,2108208643,Software License Agreement,Contract,Final,1.4,122718,DOCX,1180861141,2024-12-12 12:41:13.981509 UTC,2025-01-18 10:04:42.981509 UTC,2025-08-10 02:57:16.981509 UTC,Final version of Software License Agreement
205503520,881963059,API Documentation,Support,Archived,0.9,3806584,PDF,81801061,2024-11-16 22:55:15.040019 UTC,2025-01-17 14:38:00.040019 UTC,,Archived copy of API Documentation
59213778,881963059,Terms of Service,Legal,In Review,0.9,3982448,DOCX,1050508733,2024-12-03 23:42:32.040215 UTC,2025-01-23 01:01:22.040215 UTC,2026-07-27 19:41:51.040215 UTC,Under review - Terms of Service
929247290,881963059,Technical Documentation,Support,Final,1.4,3687627,DOCX,1507141089,2024-11-21 19:24:45.04039 UTC,2025-01-19 18:16:59.04039 UTC,,Final version of Technical Documentation
2139598818,881963059,Service Level Agreement,Contract,Draft,0.5,7958500,PDF,1826904509,2025-01-05 22:49:57.040564 UTC,2025-01-19 00:11:36.040564 UTC,2026-01-19 05:54:49.040564 UTC,Draft version of Service Level Agreement
1497248581,881963059,Training Services Invoice,Invoice,Final,1.9,7871343,DOCX,895334175,2024-12-26 03:25:00.040767 UTC,2025-01-21 15:34:57.040767 UTC,,Final version of Training Services Invoice
1879743241,881963059,Training Services Invoice,Invoice,Final,1.2,9895828,DOCX,895334175,2024-11-06 21:00:52.040942 UTC,2025-01-22 17:54:28.040942 UTC,,Final version of Training Services Invoice
1208970680,428679416,Custom Development Proposal,Proposal,Final,1.2,440355,DOCX,374742912,2024-12-15 22:46:04.11297 UTC,2025-01-20 07:14:41.11297 UTC,,Final version of Custom Development Proposal
1085371976,428679416,Implementation Guide,Support,Draft,0.5,6290490,XLSX,126591564,2024-12-10 20:46:34.113143 UTC,2024-12-29 13:11:52.113143 UTC,,Draft version of Implementation Guide
1742613573,428679416,Software License Agreement,Contract,Final,1.3,4963111,PDF,289350603,2025-01-18 01:56:53.113306 UTC,2025-01-18 04:12:20.113306 UTC,2025-11-11 09:21:26.113306 UTC,Final version of Software License Agreement
1101800162,428679416,Implementation Guide,Support,In Review,0.2,9021406,DOCX,1837155942,2024-11-27 07:42:47.113466 UTC,2025-01-22 03:54:09.113466 UTC,,Under review - Implementation Guide
1897972820,428679416,Security Policy,Legal,Final,1.7,9213456,PDF,517880878,2024-11-10 09:41:12.113618 UTC,2025-01-24 03:10:21.113618 UTC,2027-01-22 06:35:11.113618 UTC,Final version of Security Policy
506731003,428679416,Privacy Policy,Legal,Final,1.7,4126803,DOCX,1997519883,2025-01-11 20:27:39.113765 UTC,2025-01-18 08:26:26.113765 UTC,2026-02-27 20:23:22.113765 UTC,Final version of Privacy Policy
1108351288,428679416,User Guide,Support,In Review,0.9,8307973,PDF,1816148921,2024-12-18 18:06:47.113909 UTC,2025-01-15 21:54:36.113909 UTC,,Under review - User Guide
2020516642,428679416,Training Services Invoice,Invoice,Draft,0.3,7603056,DOCX,1050508733,2024-12-12 00:52:57.114053 UTC,2025-01-09 00:41:19.114053 UTC,,Draft version of Training Services Invoice
1613386593,428679416,Master Service Agreement,Contract,Final,1.3,5123700,PDF,122346013,2024-10-27 03:36:50.114201 UTC,2025-01-22 11:20:13.114201 UTC,2025-12-16 02:57:07.114201 UTC,Final version of Master Service Agreement
442254796,1073889550,Service Level Agreement,Contract,Archived,0.7,3162857,PDF,951775129,2024-12-30 16:55:31.171794 UTC,2025-01-12 14:55:18.171794 UTC,2025-10-02 19:57:46.171794 UTC,Archived copy of Service Level Agreement
144406497,1073889550,Professional Services Invoice,Invoice,In Review,0.1,9637847,XLSX,1050508733,2024-11-10 13:39:08.171986 UTC,2025-01-18 16:15:19.171986 UTC,,Under review - Professional Services Invoice
1662641298,1073889550,Software License Agreement,Contract,Final,1.6,8651438,PDF,1997519883,2024-12-05 04:41:27.172152 UTC,2025-01-22 09:44:01.172152 UTC,2025-11-10 14:02:43.172152 UTC,Final version of Software License Agreement
1610443573,1073889550,Terms of Service,Legal,Final,1.4,8946271,PDF,2138075717,2024-12-15 22:06:24.172344 UTC,2025-01-18 06:17:56.172344 UTC,2026-02-10 20:46:21.172344 UTC,Final version of Terms of Service
266653600,1073889550,Implementation Project Scope,Proposal,Final,1.7,8128100,PDF,1029413620,2025-01-13 04:24:34.172494 UTC,2025-01-23 07:16:34.172494 UTC,,Final version of Implementation Project Scope
324117714,1073889550,Data Processing Agreement,Contract,Final,1.9,7978474,PDF,742365891,2024-12-11 00:09:27.172655 UTC,2025-01-23 16:48:13.172655 UTC,2026-01-22 02:58:57.172655 UTC,Final version of Data Processing Agreement
