 ID, Name, Industry, Size, Credit Rating, Year Founded
531488752,Tenant-531488752,Wholesale,Small,A,1967
980945710,Tenant-980945710,Other,Medium,A,2018
704990528,Tenant-704990528,Other,Large,A,1977
1175503209,Tenant-1175503209,Manufacturing,Medium,A,1984
23252670,Tenant-23252670,Retail,Small,BB,1990
1584929052,Tenant-1584929052,Food Service,Medium,BBB,2001
593689566,Tenant-593689566,Other,Large,B,2007
1161893348,Tenant-1161893348,Food Service,Medium,AA,2013
1122496138,Tenant-1122496138,Retail,Medium,A,1965
742272990,Tenant-742272990,Retail,Medium,A,1959
752443738,Tenant-752443738,Retail,Small,BBB,2012
228613352,Tenant-228613352,Retail,Small,A,1976
751343129,Tenant-751343129,Food Service,Large,AA,1954
2007780065,Tenant-2007780065,Food Service,Small,BBB,1959
1535376200,Tenant-1535376200,Retail,Medium,AAA,2020
1473121208,Tenant-1473121208,Food Service,Medium,BBB,2016
2065967552,Tenant-2065967552,Retail,Medium,AA,1955
1546475751,Tenant-1546475751,Retail,Enterprise,AAA,1972
609107564,Tenant-609107564,Food Service,Medium,AA,1971
234857659,Tenant-234857659,Retail,Small,BBB,2010
1994115810,Tenant-1994115810,Technology,Large,AAA,1966
740239806,Tenant-740239806,Technology,Small,B,2014
1531110349,Tenant-1531110349,Professional Services,Medium,A,2002
232636207,Tenant-232636207,Technology,Medium,BB,1977
759692527,Tenant-759692527,Healthcare,Medium,B,1955
1752571829,Tenant-1752571829,Technology,Large,A,1970
403959949,Tenant-403959949,Professional Services,Medium,BB,1960
1199768286,Tenant-1199768286,Healthcare,Medium,BBB,1964
644345218,Tenant-644345218,Food Service,Large,B,1968
1354496855,Tenant-1354496855,Retail,Medium,BBB,1972
265493040,Tenant-265493040,Food Service,Small,AAA,2011
1980964440,Tenant-1980964440,Retail,Large,BB,1983
1413475065,Tenant-1413475065,Wholesale,Large,A,1950
546503651,Tenant-546503651,Logistics,Small,A,1959
410688929,Tenant-410688929,Finance,Large,BB,1963
31474342,Tenant-31474342,Professional Services,Large,AA,1973
1013378544,Tenant-1013378544,Professional Services,Medium,A,1990
1521980513,Tenant-1521980513,Finance,Medium,BBB,2016
1701097472,Tenant-1701097472,Healthcare,Small,A,1976
1083389778,Tenant-1083389778,Technology,Medium,AAA,1985
1677940902,Tenant-1677940902,Technology,Medium,AA,1991
110526691,Tenant-110526691,Professional Services,Medium,A,2008
1409413198,Tenant-1409413198,Other,Large,BBB,1971
630336977,Tenant-630336977,Finance,Medium,BB,1995
934590181,Tenant-934590181,Finance,Medium,A,2018
356440188,Tenant-356440188,Technology,Small,BB,1950
1349092147,Tenant-1349092147,Technology,Small,A,2017
991490691,Tenant-991490691,Technology,Small,BBB,1957
1866487179,Tenant-1866487179,Other,Medium,B,1952
178282220,Tenant-178282220,Other,Large,A,1962
546407157,Tenant-546407157,Retail,Medium,AA,1959
1810369504,Tenant-1810369504,Food Service,Large,BB,1988
1601536972,Tenant-1601536972,Retail,Medium,BBB,1958
1074723838,Tenant-1074723838,Retail,Medium,AAA,1962
1487407403,Tenant-1487407403,Food Service,Medium,B,1979
1838001111,Tenant-1838001111,Retail,Medium,BB,1985
1756709713,Tenant-1756709713,Retail,Medium,AA,1964
1688257512,Tenant-1688257512,Retail,Small,AA,2014
