 Degradation Factor ID, Health Assessment ID, Factor
1332235615,1473873199,Weather Damage
1657779717,1473873199,Environmental Exposure
717081451,1473873199,Environmental Exposure
2072723994,71952879,Age
1272481746,71952879,Electrical Stress
788514713,71952879,Environmental Exposure
1431183461,4182909,Environmental Exposure
231601671,4182909,Environmental Exposure
1845530108,4182909,Age
1949783097,4182909,Physical Damage
1720893501,1626810686,Wear
1546084299,1626810686,Weather Damage
2075141248,1626810686,Electrical Stress
366419009,1626810686,Thermal Stress
1086967917,819475912,Weather Damage
1824291361,819475912,Thermal Stress
626300223,819475912,Wear
867695724,627331120,Environmental Exposure
1344799434,627331120,Weather Damage
105443815,627331120,Electrical Stress
1615371162,627331120,Physical Damage
1261383228,627331120,Electrical Stress
817799522,1038210719,Electrical Stress
1377008889,1038210719,Rust
2123436888,1038210719,Environmental Exposure
1200042049,1038210719,Wear
956556229,669605322,Wear
324997031,669605322,Electrical Stress
2076695257,669605322,Electrical Stress
1305131017,669605322,Environmental Exposure
1799954644,1095445603,Rust
1199198818,1095445603,Age
1909757527,1095445603,Rust
2006887736,1095445603,Age
662628870,54691762,Rust
1225270603,54691762,Electrical Stress
156831781,54691762,Thermal Stress
1233203510,1962632461,Weather Damage
836807966,1962632461,Thermal Stress
461928231,800979746,Rust
714847406,800979746,Physical Damage
2001356971,800979746,Thermal Stress
1582863384,1661794471,Thermal Stress
1615340536,1661794471,Physical Damage
1249497321,1661794471,Rust
618305913,1661794471,Weather Damage
322654573,1661794471,Physical Damage
2130667900,1709885234,Rust
408760112,1709885234,Wear
706941362,1709885234,Wear
971058337,1626721004,Electrical Stress
1961538440,1984393248,Electrical Stress
444680312,1984393248,Physical Damage
879270700,1984393248,Rust
1867428580,1984393248,Thermal Stress
889242390,1542122616,Weather Damage
203685232,1542122616,Rust
1439821018,1542122616,Physical Damage
465649086,1542122616,Age
819178483,1542122616,Wear
1046295961,75802014,Environmental Exposure
1647659154,75802014,Environmental Exposure
1592924875,75802014,Electrical Stress
653471563,1840690137,Thermal Stress
1284701003,1840690137,Physical Damage
507867771,1840690137,Electrical Stress
1019785659,419395615,Rust
826488272,419395615,Age
504478609,419395615,Rust
2129766303,419395615,Thermal Stress
834565753,173560641,Physical Damage
2006307947,173560641,Weather Damage
902522401,173560641,Thermal Stress
1382296226,173560641,Rust
1297664082,173560641,Weather Damage
127291847,1037356610,Wear
360055090,1037356610,Age
1556942007,1037356610,Age
40911289,1037356610,Electrical Stress
1159781237,110971613,Thermal Stress
1946289086,110971613,Environmental Exposure
1013791838,110971613,Rust
874520391,110971613,Weather Damage
960459696,110971613,Environmental Exposure
732481348,161147361,Electrical Stress
494903600,161147361,Weather Damage
1232951707,161147361,Environmental Exposure
566922182,161147361,Environmental Exposure
825904217,1856726226,Thermal Stress
2013968680,1856726226,Wear
1887478481,1856726226,Thermal Stress
551600753,1856726226,Wear
603002153,2027688301,Weather Damage
304940940,2027688301,Thermal Stress
2118722972,2027688301,Age
440991608,2027688301,Weather Damage
498364888,538472115,Environmental Exposure
240888643,538472115,Weather Damage
207708711,538472115,Physical Damage
2040567317,538472115,Weather Damage
806981233,1977721047,Wear
1204226620,1977721047,Rust
1796068233,1977721047,Weather Damage
415577234,1977721047,Physical Damage
1570802623,1977721047,Physical Damage
1643862928,617089225,Weather Damage
1751614128,617089225,Thermal Stress
1903836836,617089225,Age
1585947352,617089225,Weather Damage
1748097735,1615898108,Weather Damage
1111863490,1615898108,Weather Damage
587402657,1615898108,Rust
1388359223,1615898108,Wear
309302149,1600065061,Physical Damage
1212313894,1600065061,Wear
1210380844,1600065061,Age
2071512593,1600065061,Wear
800239476,1600065061,Rust
367450225,1893945378,Wear
442442021,1893945378,Environmental Exposure
484396201,1893945378,Age
543755183,1893945378,Age
793769206,1893945378,Weather Damage
22394447,331789123,Wear
1070941599,331789123,Rust
1346131841,331789123,Wear
1100009807,331789123,Age
1878459561,331789123,Age
198315276,399431321,Electrical Stress
139638626,399431321,Thermal Stress
184543242,399431321,Rust
1315544845,399431321,Rust
1980039600,1134601524,Thermal Stress
986167373,1134601524,Weather Damage
796720612,1134601524,Electrical Stress
142775583,100827331,Age
705549294,488483218,Age
893478448,488483218,Wear
2060355195,488483218,Electrical Stress
1376883409,488483218,Environmental Exposure
990066089,488483218,Weather Damage
254564961,2035612020,Age
753686375,2035612020,Weather Damage
42535036,2035612020,Age
464329789,1134978585,Age
131240657,1134978585,Age
484197103,1134978585,Age
1470090990,1134978585,Thermal Stress
1915311285,1134978585,Wear
1492131884,977990568,Weather Damage
1764338830,977990568,Physical Damage
608785702,977990568,Physical Damage
1231794584,977990568,Weather Damage
1370212173,788223260,Electrical Stress
1804388591,788223260,Electrical Stress
71180959,788223260,Electrical Stress
171185414,788223260,Rust
1508244080,101215615,Age
1824436012,101215615,Thermal Stress
2019512158,101215615,Electrical Stress
1053160727,101215615,Environmental Exposure
818861794,101215615,Physical Damage
347686670,118384680,Physical Damage
25552814,118384680,Age
1108760779,118384680,Rust
361349288,794826275,Environmental Exposure
1803862646,794826275,Environmental Exposure
2055419051,794826275,Thermal Stress
385657258,223080423,Environmental Exposure
2096484966,223080423,Thermal Stress
1651148421,223080423,Physical Damage
5256660,1383563385,Environmental Exposure
780451208,1383563385,Electrical Stress
485970636,1383563385,Electrical Stress
1452354530,1383563385,Weather Damage
1663266859,526481024,Age
22949614,526481024,Age
1245197152,1331135357,Electrical Stress
1376198644,1331135357,Rust
537535021,1331135357,Age
177755794,533118640,Thermal Stress
1707342402,533118640,Environmental Exposure
323925469,533118640,Environmental Exposure
1369706544,44124912,Rust
1179765954,44124912,Age
687492549,1267316644,Age
1791755625,1267316644,Electrical Stress
97030809,1267316644,Wear
778347684,600605405,Thermal Stress
1631581005,600605405,Environmental Exposure
1784458796,600605405,Weather Damage
1562795238,1521419460,Electrical Stress
251865463,1378736086,Age
914886399,1378736086,Rust
125768921,1378736086,Wear
996650177,1378736086,Age
356405768,437843648,Weather Damage
1770366057,437843648,Electrical Stress
1615558537,437843648,Rust
1147215592,437843648,Rust
1801925546,437843648,Rust
1886828542,1329570008,Weather Damage
1263294996,1329570008,Wear
1508069063,1329570008,Physical Damage
85780987,1329570008,Electrical Stress
1220976327,800698508,Environmental Exposure
7884188,800698508,Thermal Stress
1587426176,800698508,Weather Damage
27933262,800698508,Weather Damage
502444576,800698508,Thermal Stress
334990344,194111774,Thermal Stress
437634203,194111774,Wear
1777692906,194111774,Electrical Stress
1710594587,776193045,Wear
588209792,776193045,Age
1830150159,776193045,Electrical Stress
784535081,776193045,Age
476243573,902996745,Wear
1932057560,902996745,Age
615552675,902996745,Thermal Stress
1589650880,1412916205,Weather Damage
2047178338,1412916205,Rust
731835405,1412916205,Electrical Stress
61787439,1412916205,Rust
630895081,1412916205,Thermal Stress
215797185,1341251612,Rust
1293252498,1341251612,Rust
1088832787,1341251612,Environmental Exposure
1947567210,1132178091,Thermal Stress
1280710792,1132178091,Thermal Stress
228543878,1132178091,Physical Damage
2125023985,1132178091,Rust
616710570,2003515850,Weather Damage
44770400,2003515850,Age
198947174,2003515850,Physical Damage
1531649352,38067832,Electrical Stress
1398680487,38067832,Age
2049364237,38067832,Age
1651766719,38067832,Rust
890840295,38067832,Thermal Stress
1205894970,1001216856,Environmental Exposure
486788205,1001216856,Thermal Stress
1920440811,1001216856,Electrical Stress
1113151224,1001216856,Environmental Exposure
1784826941,1001216856,Physical Damage
1624979298,1053546445,Environmental Exposure
1093729065,1053546445,Weather Damage
1450064850,1053546445,Weather Damage
510521770,1053546445,Physical Damage
893843503,1053546445,Thermal Stress
2004842725,821631475,Environmental Exposure
1725824322,821631475,Weather Damage
1629926147,821631475,Age
2080960846,1260478454,Electrical Stress
1777436346,1260478454,Rust
1298589310,1260478454,Weather Damage
565609982,1260478454,Age
815508311,1260478454,Environmental Exposure
2105091659,1016671266,Environmental Exposure
1787644082,1016671266,Weather Damage
1899888941,1016671266,Thermal Stress
571776330,785447177,Wear
297515064,785447177,Age
1978276274,785447177,Weather Damage
913368611,1771953069,Electrical Stress
204572730,1771953069,Environmental Exposure
922608631,1771953069,Age
1302586388,210844688,Thermal Stress
1233702887,210844688,Thermal Stress
535229493,210844688,Age
524499272,1978665215,Electrical Stress
1979564185,1978665215,Physical Damage
1772615291,1978665215,Environmental Exposure
2003226729,535880696,Wear
955822306,535880696,Weather Damage
1813437809,535880696,Environmental Exposure
1771458383,535880696,Weather Damage
1012112837,535880696,Rust
1296156408,452777508,Rust
56592059,452777508,Electrical Stress
883230018,452777508,Rust
956172120,452777508,Weather Damage
767751852,1068776906,Weather Damage
304652652,1068776906,Wear
371052457,2061312880,Age
294476132,2061312880,Rust
1860561548,2061312880,Thermal Stress
607019844,2061312880,Weather Damage
671800724,2061312880,Rust
511966382,409882059,Thermal Stress
345537016,318688683,Rust
1519204005,318688683,Rust
222028551,318688683,Thermal Stress
777344171,318688683,Age
697126936,279691922,Age
1539735567,279691922,Physical Damage
937576120,279691922,Weather Damage
125034728,279691922,Rust
1647569887,1933807687,Electrical Stress
2030242969,1933807687,Electrical Stress
1649483537,1933807687,Weather Damage
2108845128,543765272,Electrical Stress
1373808344,543765272,Weather Damage
99043940,543765272,Age
723986438,238491887,Wear
1966398608,238491887,Rust
574917943,238491887,Environmental Exposure
469959220,1450105300,Thermal Stress
1277558425,1450105300,Electrical Stress
1125169015,1450105300,Age
318407048,435344647,Age
811037450,435344647,Wear
185725470,435344647,Electrical Stress
343111120,435344647,Age
1213995083,959737647,Age
902498428,959737647,Rust
547057202,959737647,Age
1614714803,959737647,Weather Damage
223071880,757671247,Environmental Exposure
81600848,757671247,Age
1136817870,757671247,Environmental Exposure
2092111413,652685798,Rust
632035356,652685798,Age
1382495529,652685798,Physical Damage
1880004706,1068874494,Environmental Exposure
94889528,1068874494,Electrical Stress
1317627910,1068874494,Thermal Stress
1473973094,1629121017,Environmental Exposure
1934288351,1629121017,Electrical Stress
380813486,1629121017,Thermal Stress
374181051,1629121017,Physical Damage
726713358,1629121017,Weather Damage
1074435102,691068245,Thermal Stress
387400152,691068245,Thermal Stress
960231457,691068245,Weather Damage
2135542231,691068245,Thermal Stress
62822113,1294727042,Wear
1652450092,1294727042,Thermal Stress
1290374971,1294727042,Rust
616066610,1543523049,Thermal Stress
1056668923,1543523049,Physical Damage
714703279,1543523049,Age
1484560947,1543523049,Weather Damage
1485210989,386215227,Thermal Stress
1063532740,386215227,Thermal Stress
573301214,386215227,Environmental Exposure
1191099125,386215227,Age
1667121560,187733314,Weather Damage
1248481267,187733314,Environmental Exposure
641118218,187733314,Electrical Stress
347713294,187733314,Electrical Stress
1016858387,806522521,Environmental Exposure
1151026656,806522521,Age
1680026413,806522521,Electrical Stress
25060538,806522521,Environmental Exposure
970155376,1554650064,Wear
154535777,1554650064,Physical Damage
803626572,1554650064,Electrical Stress
1628546922,1554650064,Age
575882697,1554650064,Environmental Exposure
196317294,641022969,Physical Damage
12242002,1661955948,Electrical Stress
1055911586,1661955948,Physical Damage
2041671365,1661955948,Weather Damage
1126316245,1702057547,Physical Damage
1619279029,1702057547,Physical Damage
189288626,1702057547,Age
1740621320,573424059,Environmental Exposure
1292441811,573424059,Weather Damage
2022856608,573424059,Physical Damage
892121392,573424059,Electrical Stress
803988518,573424059,Weather Damage
385050376,1657944161,Rust
1798306795,1657944161,Wear
897062825,1657944161,Weather Damage
920013897,439846637,Wear
1276432095,439846637,Rust
1509253521,439846637,Thermal Stress
792732150,439846637,Environmental Exposure
1852340907,439846637,Thermal Stress
30684960,1087576197,Environmental Exposure
558056721,1087576197,Rust
1983350648,1087576197,Rust
473672118,1406980049,Environmental Exposure
872073178,1406980049,Age
255146947,1406980049,Rust
879136774,1962710891,Age
548365630,1962710891,Electrical Stress
1204862486,1962710891,Age
452421140,1962710891,Wear
33494395,1962710891,Physical Damage
1753363670,2093317994,Thermal Stress
1495988754,2093317994,Physical Damage
1355375105,2093317994,Wear
1337883870,2093317994,Weather Damage
1762453056,2093317994,Age
1090153783,710326353,Physical Damage
1509313537,710326353,Rust
2095540369,710326353,Environmental Exposure
281080638,1336507578,Electrical Stress
2089113035,1336507578,Physical Damage
1023763434,1336507578,Weather Damage
458224707,1336507578,Thermal Stress
723271458,148479925,Electrical Stress
510059128,148479925,Environmental Exposure
888812211,148479925,Age
1521986307,148479925,Electrical Stress
882074134,2067634703,Rust
2084540483,2067634703,Age
456754692,2067634703,Weather Damage
1456288992,2067634703,Electrical Stress
1105396578,2067634703,Rust
1505503484,1303169504,Environmental Exposure
283637751,1303169504,Electrical Stress
717149453,1303169504,Environmental Exposure
132471699,841671624,Rust
2083839939,841671624,Wear
21802048,841671624,Environmental Exposure
77618664,1082222905,Weather Damage
298378439,1082222905,Rust
312046470,1082222905,Thermal Stress
381509184,1967553040,Physical Damage
1351480396,1967553040,Electrical Stress
758562245,1967553040,Environmental Exposure
225982434,1967553040,Physical Damage
1257964551,1967553040,Physical Damage
249328273,637220311,Thermal Stress
394397962,637220311,Physical Damage
825630012,637220311,Physical Damage
1306365390,1980570054,Electrical Stress
2054171669,1980570054,Age
957556695,1980570054,Weather Damage
1754186022,1025571015,Rust
880326588,1025571015,Age
1341867029,1025571015,Thermal Stress
367372105,1659185594,Electrical Stress
1276635383,1659185594,Weather Damage
1536812470,1659185594,Rust
1801410958,1659185594,Age
1650950801,1659185594,Weather Damage
794966942,1141561431,Electrical Stress
763815141,1141561431,Thermal Stress
410566670,1141561431,Thermal Stress
38741346,1141561431,Thermal Stress
617831137,655029852,Thermal Stress
1627971390,655029852,Physical Damage
145771741,357807239,Rust
1055549589,357807239,Rust
1042591447,357807239,Weather Damage
975889555,357807239,Age
8112861,2135674347,Rust
337977448,2135674347,Age
604080845,2135674347,Weather Damage
77896755,2135674347,Environmental Exposure
803980963,611161927,Physical Damage
845320429,611161927,Physical Damage
665031420,611161927,Environmental Exposure
2030208500,1932085083,Wear
1543686888,1932085083,Electrical Stress
12561740,1954740607,Physical Damage
1673863859,1954740607,Physical Damage
966961538,1954740607,Physical Damage
1421870318,1225995445,Thermal Stress
608340875,1225995445,Physical Damage
445040529,1225995445,Rust
308147266,1225995445,Physical Damage
791189444,409642893,Thermal Stress
1924114378,409642893,Age
853232379,409642893,Age
1707243480,293269921,Environmental Exposure
464326798,293269921,Age
1653709639,2056528305,Weather Damage
1982666579,2056528305,Thermal Stress
92057665,2056528305,Thermal Stress
1387182919,2056528305,Physical Damage
1892268866,2056528305,Environmental Exposure
2132914413,2058400244,Environmental Exposure
494872647,2058400244,Weather Damage
599997580,2058400244,Rust
1334685883,1454086470,Wear
1942445249,1454086470,Electrical Stress
358082934,1454086470,Rust
1287686419,1454086470,Weather Damage
1212979710,441126109,Environmental Exposure
775701139,441126109,Physical Damage
62932566,441126109,Age
1426887634,1800340307,Environmental Exposure
1928392477,1800340307,Physical Damage
1869595952,1800340307,Weather Damage
1161962146,1800340307,Wear
720736361,1002548673,Age
460205634,1002548673,Age
1834206415,1002548673,Thermal Stress
567280639,1218653079,Electrical Stress
48138937,1218653079,Physical Damage
1518283048,1218653079,Wear
210189011,1827774250,Thermal Stress
24827706,1827774250,Rust
756394226,1827774250,Weather Damage
65824561,1827774250,Physical Damage
1061166185,1827774250,Age
345491246,1241439168,Physical Damage
779120365,1241439168,Environmental Exposure
264844620,1241439168,Rust
26914884,881085207,Thermal Stress
1670037465,881085207,Age
330452309,881085207,Wear
658896560,1360528313,Age
2144000602,1360528313,Weather Damage
1520031169,1360528313,Physical Damage
1096749869,1114229232,Age
1427761849,1114229232,Rust
1110911858,1114229232,Weather Damage
1067933455,1114229232,Wear
375005885,1114229232,Environmental Exposure
1445866890,1887327855,Environmental Exposure
1295455921,1887327855,Weather Damage
1842337264,1887327855,Rust
477115606,1887327855,Thermal Stress
1452268618,943024696,Weather Damage
281778043,943024696,Physical Damage
521613213,943024696,Wear
1152430096,943024696,Environmental Exposure
260364500,943024696,Rust
948878308,1836846731,Electrical Stress
2094915873,1836846731,Age
1866842183,1836846731,Weather Damage
1983476972,229720224,Wear
1069658216,229720224,Electrical Stress
552262671,229720224,Environmental Exposure
1962317764,229720224,Rust
401523375,229720224,Thermal Stress
566939274,604620442,Wear
1525192314,604620442,Thermal Stress
1933880004,604620442,Rust
2142449617,604620442,Environmental Exposure
1092978310,166441692,Electrical Stress
1855224659,166441692,Electrical Stress
1207247573,166441692,Physical Damage
1795401007,166441692,Wear
2049585756,166441692,Thermal Stress
53458918,1810722682,Physical Damage
1504028022,1810722682,Weather Damage
329275383,1810722682,Age
643062211,1810722682,Rust
586212205,102977991,Electrical Stress
1724570399,102977991,Thermal Stress
1101889355,102977991,Thermal Stress
1571168864,102977991,Thermal Stress
1323388720,573209476,Electrical Stress
434076774,573209476,Thermal Stress
1983589767,573209476,Age
159973802,573209476,Weather Damage
1722843816,573209476,Environmental Exposure
819733679,1780060159,Rust
2057236063,1780060159,Thermal Stress
1941516890,1780060159,Thermal Stress
335859261,108101638,Electrical Stress
85558768,108101638,Wear
1020641970,108101638,Physical Damage
964367811,48560395,Weather Damage
708975248,48560395,Environmental Exposure
1513042651,48560395,Environmental Exposure
556852801,48560395,Physical Damage
397041052,48560395,Thermal Stress
2092419502,72658819,Age
1258313115,72658819,Age
173886664,72658819,Wear
1542874295,72658819,Rust
43806515,72658819,Age
696098557,381055816,Rust
30406397,381055816,Age
1184012393,381055816,Age
1941658084,381055816,Electrical Stress
653725677,1646959660,Environmental Exposure
1250805057,1646959660,Thermal Stress
296430649,1646959660,Electrical Stress
1164039471,1646959660,Age
2103808244,1646959660,Thermal Stress
2053687397,942517013,Weather Damage
1922605770,942517013,Rust
678556978,942517013,Thermal Stress
805751335,942517013,Environmental Exposure
329298589,1233759708,Thermal Stress
1047977446,1233759708,Age
523408174,1233759708,Age
337406624,1233759708,Electrical Stress
1924116982,1233759708,Electrical Stress
659188395,1001005929,Rust
1624152964,1001005929,Thermal Stress
621539346,1001005929,Rust
1981317387,1001005929,Thermal Stress
1219866017,1001005929,Thermal Stress
1004756559,1798096417,Wear
1219689942,1798096417,Rust
1466634996,1798096417,Environmental Exposure
1254174331,1798096417,Age
1875629465,1798096417,Physical Damage
777148977,2017868317,Weather Damage
1027539886,2017868317,Electrical Stress
1493468526,2017868317,Electrical Stress
2143468090,2017868317,Age
1386227085,1506245907,Age
1125581685,1506245907,Electrical Stress
874716851,1506245907,Weather Damage
735766860,1506245907,Weather Damage
369833836,1506245907,Physical Damage
1924762347,772443704,Electrical Stress
827371142,772443704,Physical Damage
1675161330,772443704,Environmental Exposure
2076145515,772443704,Weather Damage
685442331,2019861862,Thermal Stress
2092559668,2019861862,Weather Damage
1287304435,2019861862,Weather Damage
2137868160,2019861862,Rust
1816661243,2019861862,Electrical Stress
1690993833,1684287317,Environmental Exposure
1681598497,1684287317,Thermal Stress
1064145301,1684287317,Rust
1095428564,1137672434,Rust
919580830,1137672434,Environmental Exposure
114974785,1137672434,Thermal Stress
1994194706,1137672434,Wear
1866834597,1041322459,Wear
555712298,1041322459,Rust
1242229128,1041322459,Physical Damage
1770259215,1002756038,Rust
1578364075,1002756038,Thermal Stress
1130004060,1002756038,Electrical Stress
852177044,1002756038,Physical Damage
2066177022,1669459708,Physical Damage
1836420897,1669459708,Weather Damage
108058893,1669459708,Weather Damage
133873595,1669459708,Environmental Exposure
848611238,1780508067,Age
1535102723,1780508067,Rust
330563757,1780508067,Wear
1368832716,1780508067,Rust
1331230146,2138913362,Rust
1190336033,2138913362,Weather Damage
1742924672,2138913362,Weather Damage
955446495,2138913362,Environmental Exposure
734666039,206023790,Rust
1552858164,206023790,Wear
1040488615,206023790,Environmental Exposure
635903387,206023790,Thermal Stress
87431380,206023790,Rust
2054697001,333058403,Wear
1742461365,333058403,Rust
1358346493,333058403,Electrical Stress
387613919,333058403,Wear
1760049794,333058403,Wear
199295586,214043415,Environmental Exposure
1936924282,214043415,Weather Damage
597028105,214043415,Physical Damage
1628106726,1977172899,Rust
565583149,1977172899,Environmental Exposure
1277186612,1977172899,Thermal Stress
775479593,1977172899,Environmental Exposure
994179621,1977172899,Thermal Stress
942109546,355111677,Rust
38935446,355111677,Environmental Exposure
1261669264,355111677,Wear
543814232,355111677,Physical Damage
1702839468,1410578400,Thermal Stress
1776252956,1410578400,Wear
1330145994,1410578400,Electrical Stress
2102255336,1410578400,Rust
614252007,1410578400,Thermal Stress
1842293495,1087276526,Environmental Exposure
2013242346,1087276526,Weather Damage
1522161072,1087276526,Wear
2017858648,808966315,Weather Damage
328253475,808966315,Rust
2078769501,808966315,Wear
676595343,808966315,Electrical Stress
1287491006,808966315,Age
370848974,1520448646,Physical Damage
1060150125,1520448646,Electrical Stress
782601625,1520448646,Thermal Stress
1562673329,1520448646,Thermal Stress
823958347,817844204,Weather Damage
93951877,817844204,Environmental Exposure
942507221,817844204,Wear
259797253,817844204,Environmental Exposure
1341582686,1316739069,Environmental Exposure
261042620,1316739069,Physical Damage
18509348,1316739069,Thermal Stress
1172525943,1316739069,Thermal Stress
1967382413,1316739069,Electrical Stress
1025848921,491028716,Rust
738927559,491028716,Physical Damage
896794690,491028716,Thermal Stress
1641668466,491028716,Thermal Stress
479818713,491028716,Weather Damage
1749648185,858312176,Age
347963841,858312176,Rust
2024869152,858312176,Rust
871665330,858312176,Physical Damage
918795333,1573030081,Thermal Stress
1677946897,1573030081,Electrical Stress
2062183746,1573030081,Rust
247148608,1573030081,Weather Damage
1605307364,170248083,Environmental Exposure
46646428,170248083,Weather Damage
732382059,170248083,Electrical Stress
1699562026,626464362,Rust
1273040625,626464362,Environmental Exposure
1309328433,626464362,Wear
646709874,1429887688,Weather Damage
308306177,1429887688,Electrical Stress
1540829134,1429887688,Weather Damage
2138053694,1429887688,Age
569227032,1429887688,Physical Damage
1685713944,2100918713,Environmental Exposure
2118736034,2100918713,Rust
51193150,2100918713,Thermal Stress
2086603795,2100918713,Electrical Stress
2050973420,1066453528,Physical Damage
1555245349,1066453528,Rust
1939935315,1066453528,Physical Damage
2123152691,1066453528,Thermal Stress
1754690508,1643705290,Physical Damage
1675233031,1643705290,Wear
180868443,1643705290,Electrical Stress
551738825,267242531,Electrical Stress
1260378695,267242531,Physical Damage
69654396,267242531,Environmental Exposure
1564700675,267242531,Thermal Stress
1101618406,672845981,Electrical Stress
1886942949,672845981,Wear
900673220,672845981,Age
789610649,672845981,Environmental Exposure
666044696,672845981,Weather Damage
1166567678,675279804,Rust
19078560,675279804,Rust
1329281923,675279804,Age
177718586,675279804,Electrical Stress
2089507019,675279804,Weather Damage
1202253867,381010798,Thermal Stress
772372846,381010798,Physical Damage
200745388,381010798,Physical Damage
712040089,381010798,Thermal Stress
674700652,381010798,Electrical Stress
1089472975,1448629583,Rust
400200858,1448629583,Age
459300922,1448629583,Thermal Stress
158285787,1787962030,Age
2110524865,1787962030,Electrical Stress
820158767,1787962030,Age
1624423048,1787962030,Wear
814961224,1787962030,Environmental Exposure
1266596033,1446490144,Rust
1295187198,1446490144,Electrical Stress
951582321,1446490144,Rust
1697052145,1446490144,Age
672241272,1446490144,Physical Damage
1425522966,719575654,Weather Damage
1685546719,719575654,Age
2064081656,719575654,Thermal Stress
836027854,719575654,Wear
1945216039,719575654,Rust
967413454,7575291,Age
2117198825,7575291,Wear
1770771841,7575291,Age
1650689036,40219535,Weather Damage
1425322733,40219535,Age
1666298798,40219535,Electrical Stress
232657479,40219535,Electrical Stress
2134029933,40219535,Weather Damage
1101611662,524635107,Weather Damage
180918873,524635107,Environmental Exposure
1169747632,524635107,Electrical Stress
926947127,524635107,Age
1503240571,524635107,Environmental Exposure
639768038,1275696539,Thermal Stress
931739904,1275696539,Rust
1417561717,1275696539,Wear
1182259321,1275696539,Thermal Stress
172211902,1275696539,Weather Damage
292512427,2128591414,Weather Damage
1821282462,520707319,Age
372192300,520707319,Electrical Stress
178322727,520707319,Weather Damage
167183283,812674758,Weather Damage
669444498,812674758,Environmental Exposure
797288609,812674758,Environmental Exposure
511520399,812674758,Environmental Exposure
1057518067,1650798553,Environmental Exposure
719517706,1650798553,Environmental Exposure
2013627186,197744245,Physical Damage
909479308,197744245,Wear
1943843761,197744245,Environmental Exposure
68700366,197744245,Thermal Stress
207834519,197744245,Electrical Stress
1736477196,1086942115,Electrical Stress
827861417,1086942115,Electrical Stress
1976992557,1086942115,Electrical Stress
1966466320,1086942115,Physical Damage
368932366,1882661353,Wear
1879658109,1882661353,Physical Damage
813003159,1927904544,Age
1490195651,1927904544,Thermal Stress
387261026,1927904544,Weather Damage
881554162,1927904544,Rust
2145110277,315010041,Wear
1617450893,2049151476,Physical Damage
887840845,713774918,Wear
950985495,713774918,Physical Damage
426313414,713774918,Physical Damage
1880865602,215977019,Environmental Exposure
685535391,215977019,Physical Damage
589873352,215977019,Weather Damage
1287099323,215977019,Electrical Stress
218718760,215977019,Rust
637555809,15746464,Weather Damage
725450517,15746464,Environmental Exposure
721485552,1784771817,Physical Damage
1094095739,1784771817,Electrical Stress
2142472715,1784771817,Age
259292250,1784771817,Weather Damage
1046587143,1784771817,Environmental Exposure
1124738030,10666737,Environmental Exposure
563014279,10666737,Environmental Exposure
923952995,10666737,Electrical Stress
1723616130,406384384,Weather Damage
1610636472,406384384,Thermal Stress
1786436960,406384384,Thermal Stress
1240936840,406384384,Age
1563515143,218926690,Rust
1294788090,218926690,Rust
1042233259,218926690,Thermal Stress
1549650895,1115207572,Rust
1154394077,1115207572,Wear
478714501,1115207572,Physical Damage
1418828356,703039467,Wear
1376316519,703039467,Thermal Stress
1354368809,703039467,Environmental Exposure
981902248,2144004457,Thermal Stress
580520489,2144004457,Wear
628542615,2144004457,Physical Damage
1361783044,2144004457,Age
1074439212,1369262525,Electrical Stress
607607538,1369262525,Environmental Exposure
1143552675,1369262525,Environmental Exposure
548386846,1215082109,Wear
410004488,1215082109,Age
110950827,1215082109,Wear
544312234,1215082109,Wear
1283983844,1215082109,Thermal Stress
1293822420,129996327,Electrical Stress
1165403876,129996327,Rust
1362464280,129996327,Rust
369893017,129996327,Age
2104781975,129996327,Electrical Stress
1475356639,764625294,Thermal Stress
1433581901,764625294,Weather Damage
1465103892,764625294,Weather Damage
1979340240,764625294,Age
1373237011,764625294,Environmental Exposure
2070228986,910206333,Physical Damage
236729687,910206333,Environmental Exposure
1655211566,910206333,Age
2085389412,1993561718,Physical Damage
1249370703,1993561718,Weather Damage
574089148,1993561718,Age
30191466,1993561718,Physical Damage
604381397,1993561718,Weather Damage
592272138,141048095,Rust
83424878,141048095,Thermal Stress
1874144627,141048095,Electrical Stress
1027603539,141048095,Thermal Stress
1542928840,1328977827,Environmental Exposure
1973257010,1328977827,Environmental Exposure
1692507883,1328977827,Wear
2133889833,1328977827,Physical Damage
1717061129,590728216,Rust
1018613181,590728216,Wear
916603757,590728216,Age
509199078,1987293344,Rust
914710983,1987293344,Age
1521731182,1987293344,Electrical Stress
592341575,1987293344,Weather Damage
1741520283,1987293344,Wear
466083144,246740090,Environmental Exposure
641429141,246740090,Environmental Exposure
1931392641,246740090,Age
2001534096,246740090,Environmental Exposure
889661197,108481836,Wear
1957714211,108481836,Age
82095803,108481836,Wear
578258602,1258532721,Weather Damage
2132171339,1258532721,Environmental Exposure
235706290,1258532721,Thermal Stress
990411205,1258532721,Physical Damage
1859724111,1258532721,Physical Damage
1680411231,957582036,Thermal Stress
736996106,957582036,Age
809825017,957582036,Electrical Stress
856789984,163627640,Age
1195079639,163627640,Rust
1148164957,163627640,Electrical Stress
381057690,163627640,Electrical Stress
1706348073,1531436553,Age
1640367459,1531436553,Thermal Stress
1826220560,1531436553,Age
389288956,1531436553,Electrical Stress
1788367223,1962411291,Electrical Stress
34795458,1962411291,Thermal Stress
1858100878,1962411291,Thermal Stress
